Gene,loci,Training_Score,XGB_Score,Median_Pvalue,Gene_type,rsID_LEAD_SNP,minTRAIT
GPATCH2,418,,0.849030911922455,0.0000000000000669,protein_coding,"rs12408022, rs11117882",DBP
C10orf76,419,,0.510860860347748,0.0000227,protein_coding,rs11191156,PP
MGEA5,419,,0.453340262174606,0.0000000000006935,protein_coding,NA,PP
SH3PXD2A,420,,0.850264310836792,0.000000000000216,protein_coding,"rs7907035, rs5787501","DBP,SBP"
ADK,421,,0.639352560043335,0.0000002905,protein_coding,"rs184478328, rs34868542","SBP,PP, DBP"
AP3M1,421,,0.809606790542603,0.0000000007685,protein_coding,NA,SBP
VCL,421,,0.890924155712128,0.000000000268,protein_coding,"rs11000852, rs11000864, rs4746172, rs6480716","PP,SBP"
PRDM11,422,,0.677786529064179,0.0000000000000351,protein_coding,rs11442819,PP
CCKBR,423,0.75,0.746902287006378,0.000002795,protein_coding,rs2929184,DBP
GRIN2B,424,0.75,0.807384550571442,0.0000000030285,protein_coding,rs28621435,SBP
FRS2,425,,0.800631105899811,0.0000000000069,protein_coding,rs521033,"DBP,SBP"
ATP8B4,426,,0.844232738018036,0.00000976,protein_coding,rs8027524,PP
ADAMTSL3,427,,0.841682195663452,0.000000674,protein_coding,rs66990951,PP
SLC5A11,428,,0.699108958244324,0.00000000000000000162,protein_coding,NA,PP
TNRC6A,428,,0.792175710201263,0.000000000000000001495,protein_coding,"rs189919, rs11639856, rs6497759",PP
CHTF8,429,,0.74919730424881,0.0000000009905,protein_coding,NA,DBP
CIRH1A,429,,0.829129636287689,0.0000000004415,protein_coding,NA,DBP
SNTB2,429,,0.928733706474304,0.000000000415,protein_coding,NA,DBP
TERF2,429,,0.780221879482269,0.00000000131,protein_coding,NA,DBP
AP1G1,430,,0.634737849235535,0.00000000000000000000000000782,protein_coding,NA,PP
IST1,430,,0.812620341777802,0.000000000000000000000000000145,protein_coding,NA,PP
PHLPP2,430,,0.741286873817444,0.000000000000000000000000000639,protein_coding,NA,PP
PKD1L3,430,0.75,0.670834541320801,0.0000000000000000000000000000238,processed_transcript,NA,PP
PMFBP1,430,,0.50710654258728,,protein_coding,"rs35370634, rs35745897",PP
MIEF2,431,,0.489689081907272,0.000000106,protein_coding,NA,DBP
RAI1,431,,0.753034710884094,0.000000064,protein_coding,NA,SBP
SREBF1,431,,0.744812726974487,0.0000000176,protein_coding,rs11868035,SBP
TOP3A,431,,0.869696199893951,0.00000000000182,protein_coding,rs4925159,"DBP,SBP"
ARL17B,432,,0.519386053085327,,protein_coding,NA,""
KANSL1,432,,0.811709821224213,0.0000000000000643,protein_coding,rs115231027,"SBP,PP"
MAPT,432,0.75,0.774515569210053,0.00000000001103825,protein_coding,rs8067056,"SBP,PP, DBP"
MRPL10,433,,0.408658027648926,0.0000000000000000000000000148,protein_coding,NA,PP
OSBPL7,433,,0.846794486045837,0.00000000000000000000000000598,protein_coding,rs62076103(^),PP
BCAS3,434,,0.766797482967377,0.00000000433,protein_coding,"rs1036902, rs79771286, rs55934439, rs11079418, rs71148383, rs4968535",SBP
C17orf82,434,,0.625262200832367,0.000000000000000000000000000000109,protein_coding,NA,SBP
TBX2,434,,0.759058773517609,0.0000000000000000000000000000000358,protein_coding,"rs8068318, rs2240736",SBP
THSD7B,435,,0.677413523197174,0.000000777,protein_coding,rs72844590,SBP
COL6A3,436,,0.843012750148773,0.00000000002645,protein_coding,rs13032404,PP
THADA,437,,0.767301440238953,0.0000000001075,protein_coding,"rs12613457, rs12464602, rs35338810, rs11124928, rs6544652, rs6544656, rs35590893, rs12478601","DBP,SBP"
NRXN1,438,,0.735318899154663,0.00000234,protein_coding,"rs6545155, rs2139629",SBP
PLCB1,439,,0.702865481376648,0.0000000000000000013,protein_coding,"rs6039211, rs6108168",DBP
DIP2A,440,,0.756662786006928,0.00000000187,protein_coding,rs11701512,PP
PCNT,440,,0.842061698436737,0.00000000178,protein_coding,NA,PP
FGD5,441,,0.698508501052856,0.00000000000000000001205,protein_coding,"rs73028182, rs76554422, rs1898040, rs11128722, rs13060082","PP, DBP,SBP"
GNB4,442,,0.842831075191498,0.00000000000167,protein_coding,rs7611674,DBP
RPL24P7,443,,0.572776675224304,0.000006035,pseudogene,NA,DBP
ADAMTS9-AS2,444,,0.404674261808395,0.00000000000000185,antisense,"rs6795735, rs918466, rs6775974",DBP
LRIG1,445,,0.820332050323486,0.0000000000000428,protein_coding,rs9840088,PP
SLC25A26,445,,0.785416960716248,0.0000000000101,protein_coding,"rs56250028, rs7630745",PP
PALLD,446,,0.876083970069885,0.0000000000000000000000499,protein_coding,"rs869396, rs1566497, rs13129779","PP,SBP"
ARAP2,447,,0.799826502799988,0.00000005831,protein_coding,rs1878825,DBP
FIP1L1,448,0.75,0.768714368343353,0.0000000000000000000168,protein_coding,"rs1382083, rs871606, rs17083718, rs11725861, rs17084051, rs6554163","DBP,PP"
PDGFRA,448,0.75,0.736856698989868,0.00000000000000000001055,protein_coding,rs6554163,PP
SMOC2,449,,0.957912087440491,0.000000445,protein_coding,rs4342401,PP
CAV1,450,0.75,0.854915022850037,0.000000000004455,protein_coding,"rs3807989, rs1997571",PP
CHRM2,451,,0.940262258052826,0.0000000137,protein_coding,rs10267979,PP
PRKAG2,452,,0.846094191074371,0.00000000000000000000000000145,protein_coding,"rs2536085, rs17173238, rs6464165, rs10224002","PP, SBP"
GRIFIN,453,,0.13452060520649,0.000000000000000000000007855,processed_transcript,rs2969070,DBP
PTK2,454,,0.847569644451141,0.000000000000149,protein_coding,"rs10087782, rs11777688, rs11781072","SBP, DBP"
TSNARE1,455,,0.778287351131439,0.000000177,protein_coding,"rs4129585, rs7012636",SBP
C1orf132,456,,0.394047558307648,0.0000000000000000311,processed_transcript,"rs1204706, rs12731740",PP
CD46,456,,0.634167730808258,0.00000000000000002,protein_coding,NA,PP
CR1L,456,,0.451257020235062,0.0000000000000000814,protein_coding,NA,PP
IRF6,457,,0.788681209087372,0.000000001545,protein_coding,rs7555285,SBP
TRAF3IP3,457,,0.746655464172363,0.00000000135,protein_coding,rs669694,SBP
ZC3H11B,458,,0.508074402809143,0.000000000000017,pseudogene,NA,PP
CDC42BPA,459,,0.745515286922455,0.000000000000483,protein_coding,"rs57244721, rs10916082, rs6426577",DBP
ZNF672,460,,0.786136448383331,0.000000000153,protein_coding,NA,SBP
PPAP2B,461,,0.510842382907867,0.0000000000000155,protein_coding,"rs56322312, rs2404715",PP
DNAJB4,462,,0.808584332466126,0.000000000000000000202,protein_coding,rs34517439,DBP
FUBP1,462,,0.784688234329224,,protein_coding,NA,""
GIPC2,462,,0.84968489408493,0.000000000000000000202,protein_coding,rs34517439,DBP
NEXN-AS1,462,,0.21645250916481,,antisense,NA,""
ADRB1,463,1,0.912125051021576,0.000000000000000000000000000000000000000000000000000000000459,protein_coding,rs1801253,DBP
MALRD1,464,,0.319925755262375,0.00000000427,protein_coding,"rs11010905, rs7924250",PP
EIF2AP4,465,,0.102194614708424,0.0000000839,pseudogene,NA,DBP
TMEM72-AS1,465,,0.271196395158768,0.0000000000000199,antisense,"rs4948643, rs11239274",DBP
C10orf107,466,,0.517795085906982,0.000000000000000000000000000000000000000000000000000000000000000000000000000005665,protein_coding,"rs4590817, rs72831343, rs72831345, rs1530440",DBP
CTNNA3,467,,0.883245229721069,0.000000006045,protein_coding,"rs560625443, rs75000210, rs558363983, rs533451950, rs7914287","SBP, PP"
CTNNA3,468,,0.883245229721069,0.000000006045,protein_coding,"rs560625443, rs75000210, rs558363983, rs533451950, rs7914287","SBP, PP"
ANXA7,469,,0.810823619365692,0.0000000601,protein_coding,NA,SBP
DNAJC9,469,,0.643821120262146,0.0000000618,protein_coding,NA,SBP
DNAJC9-AS1,469,,0.608628869056702,0.00000004105,antisense,NA,SBP
ECD,469,,0.756967723369598,0.000000638,protein_coding,"rs2271904, rs36152134",SBP
FAM149B1,469,,0.816322445869446,0.00000008065,protein_coding,NA,SBP
MRPS16,469,,0.798806369304657,0.0000000422,protein_coding,NA,SBP
MSS51,469,,0.65615051984787,0.00000253,protein_coding,NA,SBP
NUDT13,469,,0.779699325561523,0.000000866,protein_coding,NA,SBP
P4HA1,469,,0.775274276733398,0.000000114,protein_coding,NA,SBP
PPP3CB,469,0.75,0.759577631950378,0.0000000347,protein_coding,rs12644,SBP
RPL17P50,469,,0.588709235191345,0.00000005215,pseudogene,NA,SBP
SYNPO2L,469,,0.557436764240265,0.000000000000000000000493,protein_coding,"rs12247028, rs11000734, rs7394190, rs78249997",SBP
TTC18,469,,0.639991581439972,0.00000004805,protein_coding,NA,SBP
USP54,469,,0.826323211193085,0.0000003165,protein_coding,NA,SBP
VCL,469,,0.890924155712128,0.000000000268,protein_coding,"rs11000852, rs11000864, rs4746172, rs6480716","PP,SBP"
ACTA2,470,,0.901500403881073,0.00028915,protein_coding,rs6421389,PP
STAMBPL1,470,,0.820760250091553,0.00028915,protein_coding,rs6421389,PP
CYP2C19,471,1,0.884218811988831,0.0000000000000000000000000551,protein_coding,rs4494250,DBP
EHBP1L1,472,,0.762625813484192,0.00000000000000136,protein_coding,rs4601790,DBP
FRMD8,472,,0.624815106391907,0.000000125,protein_coding,NA,DBP
KAT5,472,,0.789417505264282,0.00000000000000000005605,protein_coding,NA,SBP
KRT8P26,472,,0.124287448823452,0.000000000000000000711,pseudogene,NA,SBP
RELA,472,,0.760071456432343,0.000000000000000000319,protein_coding,NA,SBP
RNASEH2C,472,,0.464642912149429,0.0000000000000000000291,protein_coding,NA,SBP
SIPA1,472,,0.687561392784119,0.0000000000000000001121,protein_coding,"rs2306363, rs3741378","DBP, SBP"
C12orf65,473,,0.426445990800858,0.0000000000000000154,protein_coding,NA,DBP
CDK2AP1,473,,0.841437995433807,0.0000000000000000679,protein_coding,NA,"DBP,PP"
MPHOSPH9,473,,0.691076040267944,0.00000000000000001735,protein_coding,NA,DBP
PITPNM2,473,,0.761874079704285,0.0000000000000007585,protein_coding,NA,DBP
RILPL2,473,,0.488089084625244,0.000000000000000002545,protein_coding,NA,DBP
SBNO1,473,,0.737042307853699,0.00000000000000000178,protein_coding,"rs4759375, rs1060105","DBP,PP"
SETD8,473,,0.482273668050766,0.00000000000000000917,protein_coding,NA,"DBP,PP"
NCOR2,474,,0.767013132572174,0.000000000000000598,protein_coding,"rs1271309, rs2229840",DBP
FGD6,475,,0.737632036209106,0.000000000972,protein_coding,rs7977311,PP
CDK17,476,,0.78244936466217,0.00000000113,protein_coding,rs7134060,DBP
ELK3,476,,0.929441928863525,0.00000000272,protein_coding,NA,DBP
LRCH1,477,,0.752357304096222,0.0000000000908,protein_coding,"rs912434, rs41284185, rs17355629","SBP,PP"
NR2F2-AS1,478,,0.310853123664856,0.00000000001675,antisense,rs2246754,SBP
CTD-2349B8.1,479,,0.613744854927063,0.000000245,protein_coding,rs59333122,DBP
BCL7C,480,,0.475850313901901,0.00000000000000281,protein_coding,rs7500719,DBP
CTF1,480,0.75,0.595609128475189,0.00000000000000391,protein_coding,NA,DBP
CTF2P,480,,0.102194614708424,0.000000000000014,pseudogene,NA,DBP
FBXL19,480,,0.762526392936707,0.00000000000000492,protein_coding,rs72799341,DBP
FBXL19-AS1,480,,0.37103408575058,0.00000000000000544,antisense,NA,DBP
SETD1A,480,,0.808115959167481,,protein_coding,NA,""
NFAT5,481,,0.821670353412628,0.0000000000000000000000000189,protein_coding,rs33063,PP
NOB1,481,,0.793433010578156,0.00000000000000000000000274,protein_coding,rs3811348,PP
NQO1,481,0.75,0.845201313495636,0.000000000000000000000000054,protein_coding,NA,PP
PPM1E,482,,0.771720767021179,0.00000000000905,protein_coding,rs34430710,DBP
RAD51C,482,,0.852803349494934,0.0000000000798,protein_coding,NA,DBP
TEX14,482,,0.711130023002625,0.000000000021,protein_coding,NA,"DBP,SBP"
PPM1E,483,,0.771720767021179,0.00000000000905,protein_coding,rs34430710,DBP
DDX5,484,,0.678185641765595,0.00000000000000201,protein_coding,rs1991401,PP
POLG2,484,,0.7346271276474,0.000000000000736,protein_coding,NA,PP
RPL31P57,484,,0.102194614708424,0.00000000000000000000125,pseudogene,rs6504213,SBP
TMEM107,485,,0.484702169895172,0.000000185,protein_coding,rs8069739,"SBP, DBP"
RPS4XP18,486,,0.332535475492477,0.0000000008245,pseudogene,NA,DBP
SETBP1,487,,0.763656497001648,0.00000000000000000649,protein_coding,"rs4890498, rs4890500, rs12967290","DBP, SBP"
ZCCHC2,488,,0.591475903987885,0.000000009595,protein_coding,"rs12172847, rs3760570",PP
PEPD,489,,0.672864079475403,0.0000000349,protein_coding,"rs7256564, rs731839, rs8182584",SBP
MAP2K2,490,,0.756563127040863,0.000000021995,protein_coding,rs2656523,PP
ZBTB7A,490,,0.613681256771088,0.0000000503,protein_coding,rs56356382,PP
AKT2,491,0.75,0.765884816646576,0.0000000000414,protein_coding,rs9710247,DBP
G6PC2,492,,0.562612354755402,0.0000000000000000157,protein_coding,rs560887,PP
SPC25,492,,0.760065913200378,0.0000000000000000215,protein_coding,"rs560887, rs563694",PP
ADRA2B,493,1,0.955926060676575,0.0000000000000000000000000333,protein_coding,rs2692894,DBP
ANKRD36C,493,,0.476962983608246,0.000000000000000000000000685,protein_coding,NA,DBP
ASTL,493,,0.321472972631454,0.0000000000000000000000000711,protein_coding,NA,DBP
DUSP2,493,,0.754223227500916,0.000000000000000000000000307,protein_coding,NA,"DBP, PP"
FAHD2CP,493,,0.609893798828125,0.000000000000000000000000623,pseudogene,rs2579519,DBP
GPAT2,493,,0.627670109272003,0.00000000000000000000000235,protein_coding,NA,DBP
COX4I2,494,,0.426374912261963,0.0000000000009915,protein_coding,NA,DBP
HM13,494,,0.80661952495575,0.00000000000108,protein_coding,rs145077631,DBP
HM13-AS1,494,,0.415297538042069,0.000000000001345,antisense,NA,DBP
ID1,494,,0.798420250415802,0.000000000000939,protein_coding,NA,DBP
SMOX,495,,0.81428599357605,0.000000000000139,protein_coding,"rs1764975, rs1741344","DBP, SBP"
KCNB1,496,0.75,0.798049747943878,0.00000889,protein_coding,"rs237485(^), rs756529",DBP
AP1B1P1,497,,0.102194614708424,0.000000000788,pseudogene,rs9609429,DBP
SLC5A1,497,1,0.938778400421143,0.000000000766,protein_coding,NA,DBP
PLXNB2,498,,0.704700767993927,0.000000000398,protein_coding,"rs28578714, rs28379706",SBP
ZBTB20,499,,0.768828511238098,0.00000000279,protein_coding,rs1882289,PP
ADCY5,500,,0.816315472126007,0.00000000249,protein_coding,rs6806529,PP
ITGB5,501,1,0.897775650024414,0.00000000000000000323,protein_coding,"rs4678167, rs6438857, rs1948696, rs10804564","PP,SBP"
PRSS42,502,,0.688763201236725,0.000000212,protein_coding,NA,DBP
PRSS50,502,,0.523609280586243,0.0000001765,protein_coding,NA,DBP
SLMAP,503,,0.827765583992004,0.0000000000000000143,protein_coding,rs1053711,DBP
KLB,504,,0.624745070934296,0.0008117,protein_coding,rs58015370,"SBP, PP"
ARHGAP24,505,,0.725684404373169,0.00000000000000000000000000000697,protein_coding,"rs2014912, rs72976751, rs4693128, rs77505791",SBP
FER,506,,0.768336355686188,0.000000000000000465,protein_coding,"rs62361303, rs79409628",PP
HSPA4,507,1,0.784150540828705,0.0000000000192,protein_coding,"rs55747751, rs61755724",DBP
RNF130,508,,0.761011362075806,0.00000000005035,protein_coding,rs12153395,SBP
SLC35F1,509,,0.667205452919006,0.0000000000000000166,protein_coding,"rs7453860, rs9372498",DBP
PLEKHG1,510,,0.872951924800873,0.000000000000000000000000000000000000000000005305,protein_coding,"rs11155745, rs17080102, rs59155780",DBP
ESR1,511,0.75,0.84160053730011,0.00000000000000000000000000000000000000000000338,protein_coding,"rs851966, rs866457, rs75339025, rs13192976, rs13219476, rs17082033, rs34777288, rs36083386","SBP,PP"
KCNQ5,512,0.75,0.74370551109314,0.00000000022,protein_coding,"rs2840792, rs12195276",PP
MKLN1,513,,0.811547815799713,0.00000000000000008945,protein_coding,"rs34990159, rs35680304, rs13238550, rs10228513","SBP,PP, DBP"
PODXL,513,,0.670822620391846,0.0000000000000013,protein_coding,NA,SBP
RAPGEF5,514,,0.769234001636505,0.00000000000011445,protein_coding,rs4507656,DBP
JAZF1,515,,0.808967888355255,0.00000000719,protein_coding,rs10274928,SBP
AQP1,516,0.75,0.773563921451569,0.000001315,protein_coding,"rs10216063, rs10233127","SBP, DBP"
FAM188B,516,,0.426831275224686,0.00000186,protein_coding,rs10216063,SBP
EEPD1,517,,0.744911909103394,0.000000153,protein_coding,rs2052263,PP
TRHR,518,,0.408622413873673,0.0000000000903,protein_coding,"rs5772, rs28499085",PP
AKAP2,519,,0.463541358709335,0.0000000000000243,protein_coding,rs12555129,DBP
SVEP1,519,,0.677312433719635,0.0000000000000000451,protein_coding,"rs10817000, rs10817007, rs3739451, rs111245230, rs10980408",SBP
GLIS3,520,,0.82515811920166,0.000000168,protein_coding,"rs4740751, rs28558845",SBP
LAMC1,521,,0.816148936748505,0.000000000993,protein_coding,rs41475048,DBP
CLIC4,522,,0.719560146331787,0.00000000000000408,protein_coding,NA,DBP
FHL3,523,,0.815709888935089,0.00000000000000000000000000000000000000000742,protein_coding,NA,PP
INPP5B,523,,0.87525874376297,0.0000000000000000000000000000000000000102,protein_coding,"rs28474373, rs72661887",PP
MTF1,523,,0.832634449005127,0.00000000000000000153,protein_coding,rs9729719,PP
SF3A3,523,,0.79953795671463,0.00000000000000000000000000000000000000002465,protein_coding,"rs10890285, rs4360494",PP
AGBL4,524,,0.792820513248444,0.000000001717,protein_coding,rs11579440,SBP
C1orf185,525,,0.102194614708424,0.0000000124,protein_coding,NA,DBP
CFL1P2,525,,0.330739408731461,0.0000000122,pseudogene,NA,DBP
EPS15,525,,0.778988420963287,0.00000000946,protein_coding,NA,DBP
RNF11,525,,0.76943176984787,0.0000000349,protein_coding,NA,DBP
TTC39A,525,,0.58630108833313,0.0000000239,protein_coding,NA,DBP
DNAJC11,526,,0.753857851028442,0.0000000001115,protein_coding,NA,SBP
ICMT,526,,0.759689927101135,0.00000000292,protein_coding,rs846110,PP
KLHL21,526,,0.891147077083588,0.0000000000225,protein_coding,NA,SBP
PHF13,526,,0.733963489532471,0.000000000008115,protein_coding,"rs9661802, rs12034227, rs14057",SBP
RNF207,526,,0.792123436927795,0.0000000282,protein_coding,rs709209,PP
THAP3,526,,0.431152850389481,0.0000000001425,protein_coding,NA,SBP
ZBTB48,526,,0.814886748790741,0.00000000003535,protein_coding,NA,SBP
CAMTA1,527,,0.824056446552277,0.0000000032645,protein_coding,rs4908678,DBP
RERE,528,,0.765637397766113,0.000000000432,protein_coding,"rs2252865, 1:8472788_T_A, rs1763839, rs301804","SBP, DBP"
BTRC,529,,0.808584332466126,0.000000000802,protein_coding,rs72847884,DBP
FGF8,529,,0.672414124011993,0.0000557,protein_coding,rs3218248,PP
OBFC1,530,,0.636628270149231,0.0000000000101,protein_coding,rs4387287,"SBP,DBP"
HSPA12A,531,,0.749247848987579,0.00001315,protein_coding,rs11592166,SBP
BAG3,532,,0.621312558650971,0.00000000000000000000004,protein_coding,rs72842207,"SBP, DBP"
ADO,533,,0.757679641246796,0.000000000000000000000000000000428,protein_coding,rs10995311,DBP
CTNNA3,534,,0.883245229721069,0.000000006045,protein_coding,"rs560625443, rs75000210, rs558363983, rs533451950, rs7914287","SBP, PP"
DNAJC12,534,,0.641246318817139,0.00000000010125,protein_coding,NA,SBP
HERC4,534,,0.742692828178406,0.000000000476,protein_coding,rs545435,"SBP,PP"
RPL12P8,534,,0.328382819890976,0.0000000001435,pseudogene,NA,SBP
SIRT1,534,,0.803805828094482,0.00000000119,protein_coding,NA,SBP
ADAMTS8,535,,0.566787838935852,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000016235,protein_coding,"rs11222084, rs4936098, rs10894198",PP
SNX19,535,,0.811385333538055,0.00000000117,protein_coding,rs11222386,PP
PLEKHA7,536,,0.879535853862763,0.000000000000000000198,protein_coding,"rs414992, rs381815, rs7926335, rs177546","SBP,DBP"
SOX6,536,,0.824213564395905,0.00000000000000000000000000000000000000000000138,protein_coding,"rs16932417, rs1401454, rs4757391, rs10832586, rs1156725, rs10430891, rs2014408, rs12292172, rs141413202","PP, SBP, DBP"
ARL14EP,537,,0.66726565361023,0.0000000000000249,protein_coding,rs11031051,PP
DCDC1,537,,0.852129280567169,0.0000000251,protein_coding,"rs273592, rs61878206, rs919045",DBP
MPPED2,537,,0.723434865474701,0.00000000000010215,protein_coding,rs544625,PP
OR4C13,538,,0.165922865271568,0.000000000000000000269,protein_coding,NA,SBP
TRIM51FP,538,,0.102194614708424,0.00000000000000000314,pseudogene,NA,SBP
CHKA,539,0.75,0.768714368343353,0.000000000713,protein_coding,NA,DBP
TCIRG1,539,,0.833671987056732,0.000000000299,protein_coding,rs36027301,SBP
SBF2,540,0.75,0.822657406330109,0.000000000000000000000000001715,protein_coding,"rs75248620, rs74887568","PP, DBP,SBP"
SWAP70,540,,0.622449576854706,0.0000000000000000000000000000000014555,protein_coding,"rs360157, rs360153(^), rs360153, rs415895",DBP
MED13L,541,,0.763631880283356,0.00000000281,protein_coding,"rs56295994, rs11615689",PP
ANP32D,542,,0.105120107531548,0.0000279,protein_coding,NA,PP
C12orf54,542,,0.349148482084274,0.0000287,protein_coding,rs11458,PP
OR8T1P,542,,0.118660986423492,0.0000315,pseudogene,NA,PP
TENC1,543,,0.671054542064667,0.0000000000000000158,protein_coding,"rs73099903, rs12814447, rs11170386, rs2364153, rs7134440","SBP,DBP"
GDF11,544,,0.870305061340332,,protein_coding,NA,""
SARNP,544,,0.785191357135773,,protein_coding,rs143118162,""
ATP5B,545,,0.315569311380386,0.00000000000728,protein_coding,NA,DBP
HSD17B6,545,,0.436264663934708,0.000000000001325,protein_coding,NA,DBP
NACA,545,,0.536347210407257,0.000000000000043,protein_coding,NA,DBP
PRIM1,545,,0.878768861293793,0.000000000000208,protein_coding,rs2958132,DBP
PTGES3,545,0.75,0.721499860286713,0.000000000000107,protein_coding,NA,DBP
DLEU1,546,,0.485765606164932,0.0000000491,protein_coding,rs3118905,DBP
DLEU2,546,,0.516418755054474,0.00000007885,processed_transcript,NA,DBP
RNASEH2B,546,,0.914558053016663,0.00000000049,protein_coding,rs9526707,"DBP, SBP"
RNASEH2B-AS1,546,,0.221454575657845,0.000000000111,antisense,NA,DBP
EFS,547,,0.79417896270752,0.0000004495,protein_coding,rs2231806,PP
IL25,547,,0.161293119192123,0.00000000181,protein_coding,NA,PP
MYH6,547,0.75,0.827629387378693,0.00000000000000000000000000000000037250001255,protein_coding,"rs28730765, rs365990, rs452036, rs28711516",PP
MYH7,547,0.75,0.74884033203125,0.3172,protein_coding,rs7151241,PP
SLC22A17,547,,0.677605450153351,0.00000000000218,protein_coding,NA,PP
BRMS1L,548,,0.77995091676712,0.00000000000228,protein_coding,NA,PP
NFKBIA,548,,0.71756786108017,0.000000000000000000000076,protein_coding,rs8904,PP
RALGAPA1,548,,0.742692828178406,0.000000000000952,protein_coding,"rs7155504, rs7145822, rs8022609","PP,DBP"
FERMT2,549,,0.77561753988266,0.0000000000000000234,protein_coding,"rs12147852, rs12887631, rs9888615, rs35413927",SBP
LINC00521,550,,0.205401092767715,0.00000000003715,processed_transcript,rs8013933,PP
FBXO22,551,,0.818762719631195,0.0000472,protein_coding,NA,SBP
NRG4,551,,0.472532361745834,0.00005565,protein_coding,"rs11636251, rs11634028","SBP, DBP, PP"
UBE2Q2,551,,0.797823905944824,0.0000523,protein_coding,NA,SBP
AKAP13,552,,0.755473792552948,0.000000000757,protein_coding,"rs8024518, rs7166269, rs2061821, rs2061822, rs2061824, rs4075256, rs4075254, rs4843074, rs4843075, rs7162168, rs12909648","SBP, PP,DBP"
CMIP,553,,0.7714022397995,0.000000000000000982,protein_coding,"rs10493891, rs8059962, rs12929303","DBP, SBP"
DPEP1,554,0.75,0.769216239452362,0.0000000000000000000000189,protein_coding,"rs258341, rs1126464",DBP
PPM1E,555,,0.771720767021179,0.00000000000905,protein_coding,rs34430710,DBP
SKA2,556,,0.650642096996307,0.00000000832,protein_coding,NA,DBP
SKA2,557,,0.650642096996307,0.00000000832,protein_coding,NA,DBP
TUBD1,557,0.75,0.862674415111542,,protein_coding,NA,""
VMP1,557,,0.788250982761383,0.000000000671,protein_coding,rs2645466,PP
ACE,558,1,0.971859872341156,0.00000000000000000000006525,protein_coding,"rs4291, rs4308",DBP
MRC2,558,,0.752247154712677,0.0000000000000000000000000000331,protein_coding,"rs3786130, rs56288724, rs740698",PP
ZNF516,559,,0.804067313671112,0.000000000007635,protein_coding,rs1047922,PP
DNM2,560,,0.779804408550263,0.000000142,protein_coding,rs1529744,PP
QTRT1,560,,0.785592496395111,0.000005528,protein_coding,NA,PP
B9D2,561,,0.794155180454254,0.0000000000108,protein_coding,NA,PP
LTBP4,561,,0.800465226173401,0.00000000000139,protein_coding,"rs11083560, rs34093919","PP, DBP"
PLD3,561,,0.594658493995667,0.0000000074,protein_coding,NA,DBP
SHKBP1,561,,0.852380812168121,0.00000000041,protein_coding,NA,DBP
SPTBN4,561,,0.564399302005768,0.0000000000000001185,protein_coding,"rs12982298, rs8102847, rs8102344",PP
TGFB1,561,1,0.86853414773941,0.00000000000176,protein_coding,rs1800470,PP
TMEM91,561,,0.430072009563446,0.00000000001555,protein_coding,rs1800470,PP
APOE,562,1,0.910337328910828,0.000000000000000000000573,protein_coding,"rs769449, rs7412",PP
MARK4,562,,0.787594318389893,0.000000000000114,protein_coding,rs11669915,DBP
FUT2,563,,0.669303357601166,0.000000000000112,protein_coding,rs569970,"DBP,SBP"
MAMSTR,563,,0.251114249229431,0.0000000000005475,protein_coding,NA,SBP
SNRNP70,563,,0.680463433265686,0.0000000000000000723,protein_coding,rs73046792,SBP
MYBPC2,564,,0.580767035484314,0.0000000686,protein_coding,rs138877676,PP
SPIB,564,,0.650005877017975,0.0000148,protein_coding,NA,SBP
TFCP2L1,565,,0.729477107524872,0.0000000592,protein_coding,"rs750416, rs6723509",SBP
ACVR2A,566,,0.760749697685242,0.000000000036,protein_coding,NA,DBP
MBD5,566,,0.801696062088013,0.0000000000577,protein_coding,rs191280542,DBP
ORC4,566,,0.874639093875885,0.0000000000646,protein_coding,rs2307394,DBP
OLA1,567,,0.687561392784119,0.00000000182,protein_coding,"rs11694601, rs10048760",SBP
WIPF1,567,,0.811000227928162,0.00000000000000272,protein_coding,rs72914576,PP
CPS1,568,,0.874481081962585,0.0000000000000541,protein_coding,rs1047891,SBP
FARP2,569,,0.826576709747315,0.0000000011905,protein_coding,rs139354822,SBP
HDLBP,569,,0.66555255651474,0.00000000139,protein_coding,NA,SBP
STK25,569,,0.822316408157349,0.000000000575,protein_coding,rs1995496,PP
CDC42EP3,570,,0.813900887966156,0.00000002595,protein_coding,rs3731851,"DBP, SBP"
PRKD3,570,,0.75974839925766,0.000000000000000004805,protein_coding,"rs13420463, rs57361399",SBP
SLC8A1,571,,0.855210900306702,0.00000000000001129,protein_coding,"rs4952611, rs6544325, rs10165271",DBP
THADA,572,,0.767301440238953,0.0000000001075,protein_coding,"rs12613457, rs12464602, rs35338810, rs11124928, rs6544652, rs6544656, rs35590893, rs12478601","DBP,SBP"
ARID5A,573,,0.748116850852966,0.0000000000000000224,protein_coding,NA,DBP
FER1L5,573,,0.200738579034805,0.0000000002140000525,pseudogene,rs7599598,DBP
KANSL3,573,,0.767999053001404,0.0000000000000000267,protein_coding,NA,DBP
NEURL3,573,,0.635110855102539,0.000000000000000101,pseudogene,rs2579503,DBP
NRIP1,574,0.75,0.806694388389587,0.000000001620935,protein_coding,"rs1297211, rs1056930, rs2229742, rs13050325",SBP
COL6A1,575,,0.714781641960144,0.000000111,protein_coding,"rs35796750, rs71336107",PP
