Gene	logpval_gwascatalog	Adipose - Subcutaneous_GTExTPM	Adipose - Visceral (Omentum)_GTExTPM	Adrenal Gland_GTExTPM	Artery - Aorta_GTExTPM	Artery - Coronary_GTExTPM	Artery - Tibial_GTExTPM	Bladder_GTExTPM	Brain - Amygdala_GTExTPM	Brain - Anterior cingulate cortex (BA24)_GTExTPM	Brain - Caudate (basal ganglia)_GTExTPM	Brain - Cerebellar Hemisphere_GTExTPM	Brain - Cerebellum_GTExTPM	Brain - Cortex_GTExTPM	Brain - Frontal Cortex (BA9)_GTExTPM	Brain - Hippocampus_GTExTPM	Brain - Hypothalamus_GTExTPM	Brain - Nucleus accumbens (basal ganglia)_GTExTPM	Brain - Putamen (basal ganglia)_GTExTPM	Brain - Spinal cord (cervical c-1)_GTExTPM	Brain - Substantia nigra_GTExTPM	Breast - Mammary Tissue_GTExTPM	Cells - Cultured fibroblasts_GTExTPM	Cells - EBV-transformed lymphocytes_GTExTPM	Cervix - Ectocervix_GTExTPM	Cervix - Endocervix_GTExTPM	Colon - Sigmoid_GTExTPM	Colon - Transverse_GTExTPM	Esophagus - Gastroesophageal Junction_GTExTPM	Esophagus - Mucosa_GTExTPM	Esophagus - Muscularis_GTExTPM	Fallopian Tube_GTExTPM	Heart - Atrial Appendage_GTExTPM	Heart - Left Ventricle_GTExTPM	Kidney - Cortex_GTExTPM	Kidney - Medulla_GTExTPM	Liver_GTExTPM	Lung_GTExTPM	Minor Salivary Gland_GTExTPM	Muscle - Skeletal_GTExTPM	Nerve - Tibial_GTExTPM	Ovary_GTExTPM	Pituitary_GTExTPM	Prostate_GTExTPM	Skin - Not Sun Exposed (Suprapubic)_GTExTPM	Skin - Sun Exposed (Lower leg)_GTExTPM	Small Intestine - Terminal Ileum_GTExTPM	Spleen_GTExTPM	Stomach_GTExTPM	Testis_GTExTPM	Thyroid_GTExTPM	Uterus_GTExTPM	Vagina_GTExTPM	Whole Blood_GTExTPM	ExomiserScore	humanScore_Exomiser	mouseScore_Exomiser	fishScore_Exomiser	ppiScore_Exomiser	RVIS_Score	humancellsensitivity	humancellspecificity	mousecellsensitivity	mousecellspecificity	ui_panglaoDB	SignalValue_H3k4me1_median	SignalValue_H3k4me3_median	SignalValue_H3k27Ac_median	pLI_ExAC	CNVs_ExAC	Gene_length	GDI_Score	HIPred	IPA_Hyperlipidemia_Annotation	O_GlcNAc_Score	EMS_Max	ExAc_constraint_obs_exp	SignalValue_H3k27me3_median	SignalValue_H3k36me3_median	SignalValue_H3k79me2_median	SignalValue_H3k9ac_median	SignalValue_H3k9me1_median	H4k20me1_count	SignalValue_H4k20me1_median	label
SFTPA2	7.096910013	0.193808	0.216921	0.189136	0.2495	0.264238	0.25079	0.169041	0.411971	0.51492	0.491972	5.2923	5.01278	0.805835	0.763542	0.389461	0.500116	0.493533	0.383292	0.293974	0.29485	0.232158	0.0353027	0.25449	0.148134	0.188814	0.286422	0.717629	0.270975	0.264126	0.27548	0.188933	0.176625	0.169025	0.141442	0.017633	0.123434	1834.72	0.271007	0.171733	0.361245	0.359369	0.257588	4.18328	0.184215	0.202953	0.24886	0.179678	0.254155	0.300967	0.479943	0.421416	0.379507	0.127459	0	0	0	0	0	0.62	NA	NA	NA	NA	NA	NA	NA	NA	0.014599505	NA	NA	NA	0.139342904	NA	NA	NA	0.320512108	NA	NA	NA	NA	NA	NA	NA	probable
SFTPB	188.5228787	0.265136	0.268572	0.254367	0.24569	0.235903	0.268072	0.0417591	0.140768	0.136351	0.162925	0.333822	0.513387	0.236132	0.165473	0.139524	0.161325	0.151274	0.145599	0.0799618	0.116806	0.233611	0.0916853	0.367959	0.0255043	0.0708961	0.340045	0.21271	0.360858	0.242336	0.326433	0.0620426	0.233	0.242422	1.08271	0.254865	0.185341	3425.73	0.352838	0.218645	0.259491	0.30904	0.463897	0.291868	0.246838	0.24079	0.314065	0.222678	0.443149	0.485335	37.5643	0.327039	0.306466	0.262659	0	0	0	0	0	0.71	1	0.0188739	0	0	0.015	9.23628	NA	8.3216	0.040741579	3	11427	200.48489	0.233205885	NA	NA	NA	NA	3.59627	3.76276	4.36777	6.28148	1.34661	6	1.92369	probable
SGMS1	11.22184875	12.9379	10.9678	12.9064	12.0521	13.7182	14.9961	12.7848	5.88864	5.35996	7.15855	6.7531	7.02032	5.8846	6.23146	6.58436	6.81269	6.19849	6.28176	17.6154	7.47286	10.4906	11.1174	24.4318	14.3938	13.1573	11.7512	6.68966	10.8119	8.20847	11.6171	12.1325	5.96097	3.4989	6.50552	10.848	5.01009	17.1832	14.1862	4.37747	19.5853	13.712	7.33467	11.7786	21.1656	18.6113	8.51441	6.51261	7.74867	9.6261	15.3673	13.515	15.9491	2.75322	0	0	0	0	0	-0.45	NA	NA	NA	NA	NA	7.04755	10.2734	8.13195	0.890866798	67	319563	11.40907	0.72829324	NA	NA	NA	NA	2.62441	1.69912	3.54357	9.80776	1.38212	669	1.75714	probable
SH3TC2	18.30103	0.371776	0.490122	0.0727529	0.0960779	0.2884	0.1037	0.63771	1.53942	0.538157	1.2716	0.33779	0.550972	1.11279	0.835425	2.64712	1.34303	0.636013	1.69532	11.013	3.27206	0.638128	0.377975	0.0010721	0.608834	0.542263	0.597117	0.313081	0.458642	1.34147	0.503809	0.29777	1.27374	0.590642	0.0729549	0.0975432	0.0651204	0.239703	1.04201	0.0956069	11.7795	0.0750089	0.248312	0.400726	0.545564	0.477453	0.238563	0.278982	0.117635	9.32249	0.290602	0.343785	0.807347	0.0681422	0	0	0	0	0	0.02	NA	NA	NA	NA	NA	9.11788	5.43475	15.3992	1.73E-12	3	139524	877.38282	0.198833391	NA	NA	NA	NA	NA	1.94055	5.37382	10.0186	1.78933	NA	NA	probable
SIDT2	19	54.81	46.2436	27.7118	45.198	48.1808	39.8452	35.1684	11.9563	13.8821	14.7288	35.7096	44.8032	21.5014	17.5081	13.911	15.3798	16.4765	11.9931	35.2359	13.9221	49.4174	28.5899	28.521	52.2529	53.6338	40.2641	32.8332	42.041	16.1206	37.5003	51.1863	21.8366	9.81515	14.3566	18.2014	18.8924	55.9283	27.3936	14.4839	77.0022	94.6598	54.6623	66.1558	39.0408	44.3042	47.7485	43.0479	64.4378	51.8989	55.2006	60.8416	30.7336	19.0648	0	0	0	0	0	-0.04	NA	NA	NA	NA	NA	6.89253	11.0944	4.47135	0.002572401	10	18711	375.6269	0.563471615	NA	NA	NA	NA	NA	2.77379	2.61469	8.74259	1.92503	15	2.23984	probable
SIK2	14.30103	50.8772	39.2943	13.8324	14.1482	17.3951	19.3624	15.1396	6.91608	10.3994	12.5715	17.4039	17.1554	13.492	14.8608	7.43692	11.3072	13.9651	9.62686	11.397	7.83713	33.7509	17.5012	10.638	18.3096	19.4589	15.6341	11.0238	15.0942	8.55734	14.7546	20.1728	11.5672	6.2944	9.88598	13.082	16.5816	26.1415	14.9767	19.6023	21.0164	28.6302	33.4791	14.453	13.4277	16.4373	12.0476	8.59836	23.6112	8.05378	18.6809	19.5653	12.7856	1.78679	0	0	0	0	0	-0.42	NA	NA	NA	NA	NA	8.62799	14.8006	10.1133	0.999836809	2	128462	43.02086	0.809006751	NA	5.448971557	NA	0.395113485	NA	3.0496	6.03914	15.0398	1.3334	166	1.31143	probable
SIK3	28.09691001	16.9615	14.1196	11.41	20.8303	20.8697	26.4733	19.401	17.0967	16.1068	31.4654	43.7784	46.2391	24.0959	23.9141	20.5517	21.4205	28.2096	28.5006	24.1771	18.3773	19.8381	13.4942	12.9686	24.6399	26.6427	26.1707	15.3895	24.2968	11.3064	23.1465	24.9716	10.1906	7.39841	8.75011	13.9436	8.82313	20.6408	13.2299	14.0345	28.3444	26.0812	28.1664	18.1557	16.072	17.235	18.3694	18.943	12.3299	49.9014	29.8527	29.7771	18.4357	13.4479	0	0	0	0	0	-0.99	NA	NA	NA	NA	NA	7.56499	7.44975	10.8872	0.999882541	19	255035	NA	0.72829324	NA	NA	NA	0.325776748	NA	2.28763	3.41876	12.6301	1.74999	1249	2.16417	probable
SIRT3	540.30103	12.2877	9.82388	12.3025	11.7938	11.6813	11.5975	13.5909	10.7669	14.9819	17.4708	23.3025	23.159	20.5621	19.9495	10.4806	12.5832	19.764	14.0328	9.2703	9.86065	14.5435	11.7772	12.9473	17.8995	18.3663	11.6622	11.3369	11.4274	8.20327	11.2157	15.8219	10.1998	10.2757	9.40695	11.501	11.0303	12.4935	11.0223	9.52359	19.826	20.2457	25.5071	18.8844	11.7537	12.6769	11.8636	13.1262	10.0779	31.437	19.4496	16.1055	13.2454	3.76052	0	0	0	0	0	0.49	0	0.00627353	0	0	0.002	6.16579	40.1926	22.3579	2.70E-05	49	21473	970.41965	0.504821956	1	NA	NA	NA	NA	7.06906	12.6467	33.5127	1.70358	57	1.71057	probable
SIRT6	NA	16.3522	14.3842	18.4766	22.0788	21.2616	19.1141	21.0066	8.54718	11.314	11.6279	30.2831	29.5278	15.7534	15.7364	9.75198	11.7188	12.25	10.4247	12.2331	10.0164	17.2372	20.7674	28.6088	25.4867	25.8535	16.4984	28.1423	16.987	18.4081	16.3659	23.8012	9.07069	6.4453	11.8983	19.6023	7.9737	20.1673	15.5301	6.57042	24.3931	18.716	29.003	27.8759	20.2601	21.2393	24.4324	28.6812	14.2689	14.8518	24.6956	23.2794	21.539	16.0495	0	0	0	0	0	0.33	NA	NA	NA	NA	NA	8.54797	20.0467	15.4204	0.054471157	NA	8495	119.41575	0.67593658	1	NA	NA	NA	12.2741	3.32077	5.74895	16.1713	NA	NA	NA	probable
SIRT7	NA	21.9931	18.0929	17.6194	23.4935	23.439	22.9227	29.7114	7.56703	8.7494	9.96031	44.3289	44.9683	13.5135	11.7385	8.30519	9.72342	9.74516	9.00659	13.1469	9.19216	22.5139	18.3764	35.9611	25.3273	29.7963	22.6338	36.2114	23.0466	83.9557	23.963	28.1031	6.51198	5.11912	17.4582	18.6996	14.7482	33.8835	29.8607	6.74317	26.4765	23.3932	26.9934	34.5314	46.3076	50.6536	49.2266	58.5392	31.0476	47.337	31.7841	25.3876	53.8345	50.8498	0	0	0	0	0	-0.12	0.2	0.014142	0	0	0.025	NA	NA	NA	0.567108372	2	NA	NA	0.704433322	NA	NA	NA	0.875738368	NA	NA	NA	NA	NA	NA	NA	probable
SLC13A5	5.301029996	0.146981	0.327584	1.52956	0.0318302	0.0663829	0.0242546	0.0557789	2.86634	5.98687	4.20771	1.51331	3.19515	6.99838	5.22573	1.86482	2.57937	7.0989	2.57976	0.354179	2.29165	0.342551	0.020556	0.0470695	0.275509	0.27854	0.0534924	0.0436741	0.0428864	1.06198	0.0449991	0.65513	0.0160823	0.0231039	0.044372	0.0984451	261.798	0.0764638	0.282444	0.0379986	0.0634983	1.08401	1.47486	0.0898545	0.129945	0.115601	0.0863048	3.17607	0.0443026	3.40061	0.109776	0.0895082	0.247174	0.0289821	0	0	0	0	0	-1.4	NA	NA	NA	NA	NA	NA	NA	NA	0.353400874	1	28854	38.95546	0.620284379	NA	NA	NA	NA	3.1375	NA	NA	NA	1.26806	NA	NA	probable
SLC20A1	25	28.9237	44.764	13.8513	33.9753	36.5228	25.6527	48.1498	11.5152	19.9526	11.1541	43.9988	54.721	28.3067	32.3727	13.175	15.7436	13.2158	11.0426	21.9164	14.017	26.4469	107.721	41.799	25.1618	24.3914	22.1502	31.0525	20.8725	15.8426	20.6051	24.3261	17.5942	6.62577	18.0174	32.6927	17.7939	50.6249	17.6565	11.3941	31.3943	16.3039	26.4302	26.0187	19.1914	17.0405	42.7936	50.2791	19.0097	31.0214	31.2934	25.903	24.159	23.7672	0	0	0	0	0	-0.49	NA	NA	NA	NA	NA	7.51996	41.4956	12.2515	0.725656583	1	17970	84.26474	0.624641776	NA	NA	NA	NA	NA	5.02741	8.28601	2.06011	1.27138	54	2.45163	probable
SLC22A8	5.301029996	0.00889742	0	0	0	0	0	0	0.029015	0.0567954	0.0168367	0.0190404	0.0507287	0.0826532	0.0536624	0.0609653	0.0408584	0.0339012	0.0267764	0.11457	0.033831	0	0	0	0	0.0213156	0	0	0	0	0	0.0247438	0	0	96.6803	30.3441	0	0.0194546	0	0	0.0212639	0.0149308	0.039037	0	0	0	0	0	0.0457565	0.046693	0	0	0	0	0	0	0	0	0	-0.33	0	0	0	0	0.021	7.33072	NA	NA	1.50E-10	6	26685	282.99018	0.252123386	NA	NA	NA	NA	2.48971	NA	NA	NA	NA	NA	NA	probable
SLC27A1	5.522878745	23.3905	20.4979	23.6245	13.6643	18.565	14.5635	19.555	15.3933	15.8876	15.586	42.5662	50.0371	21.1619	17.2994	15.1526	15.0317	14.9841	15.3619	22.2653	16.4453	24.1773	13.3565	2.55534	27.8072	35.812	17.4606	8.77752	16.5723	7.91249	14.2154	25.8397	13.5741	12.6769	6.59667	8.43942	3.65209	15.1345	23.9436	12.2279	42.8443	45.7072	25.1229	30.5913	16.0997	15.375	8.45497	12.541	11.704	28.021	25.6353	24.89	18.3255	4.33552	0	0	0	0	0	-0.8	NA	NA	NA	NA	NA	8.40514	7.2381	3.92282	0.000340154	18	37399	97.28836	0.519549906	NA	NA	NA	NA	8.93928	NA	4.62701	5.05452	4.16192	NA	NA	probable
SLC27A5	8.698970004	2.60394	2.46009	3.50362	4.90873	4.11288	4.36713	4.43518	7.14054	8.02301	7.73695	5.65754	5.57354	7.35326	8.23188	5.28654	7.23999	9.20722	6.70568	6.21041	6.90102	3.43149	3.60867	7.2833	5.70828	5.30137	3.73822	2.44215	3.50767	2.12534	3.23711	4.69977	1.58431	0.889566	2.82835	3.58405	254.459	2.59602	2.57241	0.834601	4.37829	4.76735	6.70517	5.02971	3.35699	2.75374	2.40412	2.81187	2.52368	15.2645	5.11868	4.3049	3.64991	0.63395	0	0	0	0	0	0.29	NA	NA	NA	NA	NA	8.09778	8.10158	6.00501	7.71E-08	21	32901	372.95882	0.146139458	NA	NA	NA	NA	NA	NA	7.98388	9.92884	1.84957	NA	NA	probable
SLC2A2	26.39794001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0357408	0	0	0	0	0	0	0	0	0	0	0	6.25856	2.24994	130.68	0	0	0	0	0.0224583	0.0480748	0	0	0	8.18908	0	0	0.230952	0	0	0	0	0.581229642	0.581229642	0	0	0	-0.22	0.135135	0.00189274	0	0	0.007	8.68695	4.69035	5.92016	7.53E-05	5	30402	1965.19505	0.306605697	1	NA	NA	NA	2.57472	1.99752	NA	5.75456	1.62652	NA	NA	probable
SLC2A4	18.15490196	17.5638	18.4142	5.12207	1.71304	7.43732	11.3309	45.2276	1.8697	1.42316	1.99437	0.41145	0.64048	1.64528	1.14928	1.0454	0.666102	1.46207	1.96851	0.588399	1.93054	11.62	0.16155	0.187633	16.308	11.3937	95.4855	24.3045	122.668	6.54885	135.51	21.3428	42.7168	59.0967	1.8524	2.15448	1.46751	3.36644	5.09637	148.579	5.33187	4.3321	6.68359	15.2732	4.01605	5.26926	4.20272	0.475975	6.5255	7.21154	8.02505	15.8862	6.57194	0.463607	0	0	0	0	0	-0.18	0	0.00252366	0	0	0.001	8.14338	5.76113	6.27245	0.135386793	3	6590	1219.29265	0.637993336	1	NA	NA	NA	2.87978	NA	NA	8.180295	NA	NA	NA	probable
SLC37A4	14.09691001	12.3173	10.1383	15.6901	11.362	10.1288	8.55019	12.37	5.29022	5.81461	4.27109	17.9769	19.8469	9.05669	8.41604	3.94255	5.99627	4.45444	3.77691	5.12911	4.20048	13.7836	10.9684	23.4583	14.528	17.3013	9.63551	23.5049	8.95311	11.1547	8.40977	11.9868	4.31369	3.55846	34.7692	25.4136	77.1861	15.7315	18.2161	24.2518	25.9523	16.3908	15.7511	23.5004	13.8287	13.8308	42.5317	17.6861	21.7923	20.3349	18.0669	15.0461	15.7525	3.26829	0.698499304	0.698499304	0	0	0	NA	NA	NA	NA	NA	NA	6.2541	15.6594	12.4347	0.000674732	4	6792	122.19142	0.306355447	1	NA	NA	NA	NA	2.97429	6.91921	14.2688	1.34529	29	1.66477	probable
SLC38A2	17	159.488	158.78	126.855	153.985	224.564	179.972	125.002	19.3207	18.784	22.1393	65.5872	55.6444	23.3032	30.6951	22.7285	28.6366	15.9526	20.7738	44.3935	24.9801	129.505	562.777	86.0387	190.793	172.646	108.775	84.989	110.386	146.43	96.6555	248.262	51.0847	34.9792	34.1965	40.3783	94.2213	223.172	121.574	75.0041	218.529	204.562	44.93	108.646	279.462	271.017	93.1835	85.4018	79.3372	34.7807	144.634	232.995	185.753	23.2704	0	0	0	0	0	0.13	NA	NA	NA	NA	NA	9.02269	44.7763	20.055	0.969357	5	14678	54.54237	0.595059097	NA	NA	NA	NA	NA	11.1174	15.6187	41.8536	1.14338	27	6.2443	probable
SLC3A1	NA	0.213328	0.100064	0.0553742	0.196657	0.146859	0.29059	0.135392	0.148406	0.224037	0.164205	1.18942	1.10537	0.275996	0.28392	0.182156	0.251335	0.204155	0.147099	0.149505	0.136021	0.179593	0.0320852	0.0787099	0.253454	0.339856	0.148522	2.2233	0.121582	0.0506502	0.105715	0.347932	0.0620658	0.0360998	29.4032	18.2637	0.693405	0.179085	0.0798848	0.0904329	0.382865	0.18558	0.238383	0.28028	0.187383	0.225305	14.8383	0.155504	0.23843	1.2567	0.170158	0.238433	0.134622	0.0720717	0.427016488	0.427016488	0	0	0	-1.59	0	0.000316756	0	0	0	5.18469	NA	NA	7.55E-16	68	46034	899.71507	0.215832233	NA	NA	NA	NA	2.28889	2.75684	NA	NA	1.17206	28	1.55255	probable
SLC51A	8	2.33291	1.67129	5.24665	1.74697	1.86454	1.72236	1.63584	0.556322	0.592072	0.671476	1.08932	1.1701	0.699384	0.693501	0.615818	0.935002	0.819257	0.58008	0.865555	0.644925	1.92643	0.988776	0.887134	1.91683	1.80911	1.60382	3.67361	1.5134	1.75103	1.48877	2.0733	1.15518	0.977466	2.01296	1.26329	18.866	2.43108	1.50203	0.922394	2.25746	3.83533	2.4088	2.01106	2.99243	3.11429	17.5741	3.30739	1.12342	9.84451	2.53955	1.95893	2.01695	4.29318	0.357956668	0.357956668	0	0	0	NA	0.166667	0.00094162	0	0	0.006	1.9635	7.19433	NA	0.057568812	29	31691	3423.40905	0.509477437	NA	NA	NA	NA	8.211	2.47602	NA	NA	NA	2	1.89161	probable
SLC52A3	7.522878745	0.953951	2.24172	0.16719	0.479983	1.59146	0.351828	2.1032	1.88452	2.05801	2.12069	1.38448	2.51742	3.3357	2.31908	2.54747	3.34527	1.29382	2.11793	4.13259	3.27866	3.84642	0.0103792	0.0165997	0.789917	1.17843	0.642651	5.78474	0.963881	4.93929	0.978457	1.28343	0.888302	2.24546	7.67168	8.98915	0.0714029	1.24635	3.09152	0.248706	4.44878	1.52254	0.356428	8.74273	1.59009	2.46077	6.94512	0.14161	2.69924	76.1719	0.908051	1.20075	4.2168	0.0197869	0	0	0	0	0	0.09	NA	NA	NA	NA	NA	NA	NA	NA	0.001625094	2	8407	2301.46246	0.264328271	NA	NA	NA	NA	3.35956	NA	NA	NA	NA	NA	NA	probable
SLC5A7	NA	0.0505619	0.099531	0.34241	0.0725734	0.03227	0.104708	1.60448	0.0120593	0.0334681	1.37578	0.0157223	0.0150592	0	0	0	0.584178	0.535954	1.62757	0.0780348	0.0125185	0.0771551	0	0	0.505749	0.492665	3.20496	0.739135	1.75887	0.0602693	1.52337	0.142939	0.14664	0.0483489	0.210793	0.375792	0.0147267	0.162154	0.1421	0.00918257	0.0217094	0.108177	0.0128554	0.447603	0.0177064	0.0306622	0.375368	0	0.228437	0.183077	0.298755	0.245928	0.409164	0	0	0	0	0	0	0.24	0	0	0	0	0.002	NA	NA	NA	0.101652706	NA	27471	401.3971	0.771454096	NA	NA	NA	0.510005945	NA	NA	NA	NA	NA	NA	NA	probable
SLC9A3	9.096910013	1.10077	1.12618	1.23894	1.10945	1.5623	0.670696	2.13115	0.516973	0.904869	0.768075	4.64432	9.79917	1.69341	1.1369	0.760904	0.882667	0.845005	0.532543	0.69764	0.48194	1.54821	0.733537	4.28599	2.94303	3.48355	1.32463	9.5005	1.38382	7.83832	1.24089	4.60718	0.697472	0.235768	16.5705	61.0316	0.531391	1.38123	2.62001	0.270066	37.5174	3.91207	4.94553	3.16296	5.06736	3.52916	23.2188	1.33772	43.9879	8.45541	3.62779	2.68535	7.01249	0.109783	0	0	0	0	0	-1.79	NA	NA	NA	NA	NA	7.65037	11.2614	16.6233	0.988153998	27	51022	215.86732	0.75914371	NA	NA	NA	0.496815969	4.78972	5.48101	2.57896	15.9541	3.95202	NA	NA	probable
SLCO1B1	327.2218487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0151605	0	0	0	0	0	0.0443525	0	0	0	0	0	0	0	0	0	0	56.7405	0	0.0257819	0	0.0593045	0	0.014117	0	0	0	0	0	0	0.210045	0	0	0	0	0.357956668	0.357956668	0	0	0	1.03	NA	NA	NA	NA	NA	NA	NA	NA	3.45E-16	55	108044	708.10764	0.111908376	1	NA	NA	NA	1.80806	NA	NA	NA	NA	NA	NA	probable
SLCO1B3	13.52287875	0	0	0	0	0.0166025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0611758	0.631307	0.0250885	0.081717	0.0218073	0.0330451	0	0.0358718	0	0	0	0	41.3091	0.0224939	0.65909	0	2.60425	0.0131053	0	0.0954011	0	0	0.0884824	0.0169359	0.03174	1.38961	0.0854367	0.0244051	0.0256725	0	0.357956668	0.357956668	0	0	0	0.67	NA	NA	NA	NA	NA	6.23783	NA	NA	9.24E-17	NA	279404	NA	0.111908376	1	NA	NA	NA	3.2888	NA	NA	NA	1.11853	NA	NA	probable
SLCO2A1	13.52287875	19.5849	44.7063	54.4345	23.8291	49.9004	19.1429	32.8377	1.02858	1.32491	0.372475	0.396844	0.666552	2.91541	2.3061	1.03505	1.01501	0.429799	0.319074	1.45242	0.766937	30.9997	0.295341	0.0987667	57.9404	69.9189	21.4733	32.4714	31.7324	27.0748	27.5541	59.9366	22.0476	9.96295	53.5752	37.2865	1.37166	250.993	32.6315	1.2708	27.8245	5.1465	26.327	68.1803	22.5801	19.0932	42.1477	40.3824	30.1067	3.37204	208.263	94.95	36.8387	0.109519	0.415747574	0.415747574	0	0	0	0.27	NA	NA	NA	NA	NA	8.7121	10.3749	9.93781	2.25E-09	0	119488	1947.60289	0.334472895	NA	NA	NA	NA	7.46773	1.66903	2.97152	5.1899	1.34802	NA	NA	probable
SLURP1	NA	0.281739	0.222617	0.362647	0.286582	0.319632	0.33429	0.273123	0.0565048	0.0689037	0.0829716	0.141687	0.222518	0.136443	0.0998446	0.105172	0.116179	0.0548906	0.0757111	0.109814	0.0600264	0.322892	0.162262	0.184746	0.556535	0.340605	0.298541	0.178047	0.442098	922.428	0.498881	0.1996	0.17787	0.112946	0.0903677	0.054196	0.135208	0.244694	0.45446	0.164818	0.276655	0.28047	0.22714	0.348655	575.671	925.466	0.238217	0.183025	0.24045	0.210307	0.23199	0.293398	102.275	0.134907	0	0	0	0	0	0.17	0	0	0	0	0.001	3.15777	24.1286	14.5	0.328314103	2	1467	3.52718	0.146139458	NA	NA	NA	NA	NA	2.12029	3.9435	30.2714	1.15977	NA	NA	probable
SMC6	8.301029996	12.7687	9.34998	4.84169	8.84362	10.3525	9.5582	9.29635	3.26498	3.25068	4.25637	12.4036	11.5744	4.79055	4.49233	3.85588	5.34761	4.54884	3.58271	6.22727	4.19247	10.3095	21.7162	29.6117	16.2046	14.5903	9.01931	10.778	8.34638	15.4665	8.20849	13.2559	5.42435	3.95033	4.53892	5.54785	7.40523	11.6118	15.1942	5.2877	15.4419	11.5542	17.0809	9.74406	13.1843	12.3686	13.5665	17.5626	5.86833	42.8914	11.8791	15.1515	17.8932	1.71069	0	0	0	0	0	-0.82	NA	NA	NA	NA	NA	7.08857	32.2447	19.5325	0.45541979	12	136430	2438.56484	0.7055493	NA	NA	NA	1.232342444	8.58339	3.54098	4.75796	36.3665	1.2069	284	1.21169	probable
SMOC1	33	21.5076	1.78205	2.44438	13.7325	16.7554	65.0304	1.34525	34.3233	21.6211	16.8679	11.2854	11.6976	15.9903	16.5313	33.394	28.8422	16.3094	14.2702	33.9357	36.7769	6.64837	3.96081	0.131489	25.367	10.9841	0.425933	0.931364	0.86974	0.280013	0.684039	2.80188	4.45496	0.121463	1.01174	2.97015	38.7403	0.989817	6.44079	6.04118	19.3907	0.702606	3.6698	34.4372	2.36379	3.15456	1.09042	37.6127	3.11949	71.8612	7.00969	1.89904	5.08435	0.0482618	0	0	0	0	0	0.02	0.047619	0.00595238	0	0	0.006	8.15511	NA	4.85117	0.006004031	3	178235	157.99132	0.614335716	NA	NA	NA	NA	2.71988	NA	NA	NA	6.11663	144	1.60178	probable
SMPD1	30.69897	34.679	33.1365	46.2615	63.0499	49.1148	38.8001	40.6784	16.4189	19.3346	19.6242	54.2233	61.4227	29.8006	26.9135	18.8964	22.4721	18.884	19.9305	35.9928	23.533	34.1293	79.4135	11.2326	44.1554	41.3581	34.0557	33.6584	36.8784	25.708	36.7887	33.2842	36.8872	32.0944	54.1218	45.903	45.1142	59.7083	41.5358	27.8726	51.8741	35.907	65.9353	47.6573	48.4234	57.4841	37.0335	33.7584	27.9598	32.5343	67.1863	41.7295	38.3215	16.0772	0.577020631	0.577020631	0	0	0	1.72	0	0.0203634	0	0	0.023	10.3098	13.6568	8.42845	4.20E-07	1	4573	1605.7908	0.395618469	NA	NA	NA	NA	NA	1.97804	7.3687	18.3328	1.74029	NA	NA	probable
SMPD3	18	2.52849	6.85033	1.82511	2.01912	1.99804	1.61295	3.14507	4.55479	6.22579	15.6592	24.7598	26.7506	12.3635	10.3266	8.39339	6.01766	14.4233	13.5559	3.27407	3.58321	4.41078	0.556238	1.54309	4.20578	5.02873	4.90507	16.8375	2.46474	2.37195	2.26542	7.32731	1.10123	0.561841	1.13726	2.73343	2.60272	4.27462	4.30598	1.29252	6.94366	9.81648	31.2018	8.57193	18.39	20.2803	29.2919	5.12616	12.0293	18.8576	5.78429	4.18893	4.46467	1.19421	0	0	0	0	0	-0.91	NA	NA	NA	NA	NA	11.3627	13.7882	NA	0.65919615	0	90360	287.76451	0.686855912	NA	NA	NA	NA	2.02459	3.55835	NA	NA	1.76303	86	1.63569	probable
SNF8	NA	29.5716	26.0768	26.2989	34.8505	33.2241	35.3715	28.6436	14.7799	17.1821	17.1622	26.8146	24.1923	19.0197	20.8909	14.0146	16.8172	17.9682	15.4246	19.7404	17.1407	27.2222	44.481	35.7756	31.7525	30.9567	30.8041	23.9854	31.5568	22.2245	31.9036	30.8132	17.3544	15.58	20.1225	26.0563	12.1397	27.6165	20.7919	16.886	31.4269	25.7289	24.263	26.6908	22.676	24.2359	22.2484	25.632	21.325	30.6527	31.967	29.1532	25.2503	12.8927	0	0	0	0	0	-0.34	NA	NA	NA	NA	NA	6.63718	21.1418	9.71069	0.290873868	8	15801	8.64004	0.831385493	NA	NA	NA	NA	NA	4.10239	6.66465	15.3323	1.18489	49	2.0262	probable
