Gene	REVEL.max	MetaSVM_rankscore.max	MetaLR_rankscore.max	MCAP.max	wgEncodeBroadHmmHuvecHMM.count	betamax	logpval_gwascatalog	Adipose_Subcutaneous_GTExFC	Adipose_Visceral_Omentum_GTExFC	Adrenal_Gland_GTExFC	Artery_Aorta_GTExFC	Artery_Coronary_GTExFC	Artery_Tibial_GTExFC	Brain_Amygdala_GTExFC	Brain_Anterior_cingulate_cortex_BA24_GTExFC	Brain_Caudate_basal_ganglia_GTExFC	Brain_Cerebellar_Hemisphere_GTExFC	Brain_Cerebellum_GTExFC	Brain_Cortex_GTExFC	Brain_Frontal_Cortex_BA9_GTExFC	Brain_Hippocampus_GTExFC	Brain_Hypothalamus_GTExFC	Brain_Nucleus_accumbens_basal_ganglia_GTExFC	Brain_Putamen_basal_ganglia_GTExFC	`Brain_Spinal_cord_cervical_c-1`_GTExFC	Brain_Substantia_nigra_GTExFC	Breast_Mammary_Tissue_GTExFC	Cells_Cultured_fibroblasts_GTExFC	`Cells_EBV-transformed_lymphocytes`_GTExFC	Colon_Sigmoid_GTExFC	Colon_Transverse_GTExFC	Esophagus_Gastroesophageal_Junction_GTExFC	Esophagus_Mucosa_GTExFC	Esophagus_Muscularis_GTExFC	Heart_Atrial_Appendage_GTExFC	Heart_Left_Ventricle_GTExFC	Kidney_Cortex_GTExFC	Liver_GTExFC	Lung_GTExFC	Minor_Salivary_Gland_GTExFC	Muscle_Skeletal_GTExFC	Nerve_Tibial_GTExFC	Ovary_GTExFC	Pancreas_GTExFC	Pituitary_GTExFC	Prostate_GTExFC	Skin_Not_Sun_Exposed_Suprapubic_GTExFC	Skin_Sun_Exposed_Lower_leg_GTExFC	Small_Intestine_Terminal_Ileum_GTExFC	Spleen_GTExFC	Stomach_GTExFC	Testis_GTExFC	Thyroid_GTExFC	Uterus_GTExFC	Vagina_GTExFC	Whole_Blood_GTExFC	DeepSEA_Functional_Significance	ExomiserScore	humanscore_Exomiser	mousescore_Exomiser	fishscore_Exomiser	ppiscore_Exomiser	BPmed	SideeffectFreq	Sideeffectseverity	Others	Mechanism	RVIS_Score	Rank	humancellsensitivity	humancellspecificity	mousecellsensitivity	mousecellspecificity	ui_panglaoDB	SDI	SignalValue_H3k4me1_median	SignalValue_H3k4me3_median	SignalValue_H3k27Ac_median	pLI_ExAC	CNVs_ExAC	Gene_length	MGI_Gene	Ratmodel_Gene	GDI_Score	GTEx_signif_sexbias	HIPred	IPA_BP	IPA_Activity	O_GlcNAc_Score	EMS_Max	PharmGKB_Score	ExAc_constraint_obs_exp	SIFT	PolyPhen	LoFtool	CADD_raw	DANN_score	Eigen-raw_coding	GERP++_NR	GERP++_RS	GenoCanyon_score	M-CAP_score	MetaLR_score	MetaSVM_score	MutationAssessor_score	DEOGEN2_score	PROVEAN_score	MutPred_score	REVEL_score	FATHMM_score	fathmm-MKL_coding_score	integrated_fitCons_score	GERP_Rankscore	PMIDB_Metabolite_interactor	interaction	SignalValue_H3k27me3_median	SignalValue_H3k9ac_median	SignalValue_H3k9me1_median	H4k20me1_count	SignalValue_H4k20me1_median	BPlabel
PPP3CA	NA	NA	NA	NA	651	0.4462	12	0.188235	0.074986	-0.602905	-0.099988	0.386202	-0.238478	-0.210997	0.211758	-0.77249	0.158224	0.156778	-0.066979	0.473658	0.301761	-0.113575	-0.258196	0.072128	-0.208492	-0.109533	0.067522	-0.098237	0.215541	-0.482725	0.312155	-0.089235	0.053513	-0.104185	-0.437489	-0.116991	0.263386	0.652654	0.263058	0.526087	-0.080422	-0.073878	0.525347	0.098853	-0.113886	-0.401689	0.08388	0.269724	-0.122759	0.102534	0.389367	-0.26977	0.107921	-0.863835	-0.518006	0.093292	0.0011774	0.502114215	0	0	0	0.502114215	1	NA	NA	NA	NA	-0.43	NA	NA	NA	NA	NA	NA	8.79676704	8.91752	9.12527	8.4316	0.998148788702111	5	324869	NA	NA	6.37885	1	0.824708164	0	0	NA	NA	NA	NA	NA	NA	0.0811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.27418	FALSE	NA	NA	7.17422	1.47446	611	2.30874	probable
PPP3CB	NA	NA	NA	NA	36	0.3955	NA	0.056021	0.208608	-0.109068	0.206179	-0.235187	-0.099619	-0.144045	0.375836	0.137108	-0.031317	0.182344	-0.239946	0.069656	-0.19047	0.311371	-0.39611	-0.263519	0.47187	-0.201475	-0.240991	0.048395	0.390848	-0.080235	-0.106626	0.173475	0.062287	-0.130558	-0.1711	0.068964	-0.465575	-1.246819	0.067419	0.046012	-0.076129	-0.111244	0.20768	-0.153788	-0.050797	-0.218639	-0.166186	0.053832	-0.222415	-0.280332	-0.159565	-0.028757	0.074178	0.20235	0.347589	0.021611	0.020535	0.502068272	0	0.479453267	0	0.502068272	1	NA	NA	NA	NA	-0.14	NA	NA	NA	NA	NA	NA	6.7860231	5.58003	43.5161	14.6368	0.9997036494233	2	59596	NA	NA	21.40368	1	0.794239461	1	1	NA	NA	NA	0.6395414	0.24	1	0.156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	39.1052	1.25347	14	1.5996	probable
PRAMEF1	NA	NA	NA	NA	1084	-0.4041	5.30102999566398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.070051	NA	NA	NA	NA	0.048906	0	0	0	0	0	NA	NA	NA	NA	NA	1.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0981051636001553	NA	5231	NA	NA	173.2434	NA	0.25535503	0	0	NA	NA	NA	0.808850207	NA	NA	0.994	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0892	NA	NA	NA	NA	NA	NA	NA	least likely
PRAMEF12	NA	NA	NA	NA	220	-0.3102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.628339	NA	NA	NA	NA	0.041119	0	0	0	0	0	NA	NA	NA	NA	NA	1.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.89692512946575e-06	NA	3065	NA	NA	451.59604	NA	0.111908376	0	0	NA	NA	NA	NA	0.26	1	0.803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
PRKAG2	NA	NA	NA	NA	27	-0.3325	245.52287874528	-0.269884	0.095557	0.415161	0.153763	0.250384	-0.130766	0.525262	0.673385	-1.644808	0.172868	-0.190677	-0.234167	0.127472	-0.124161	0.705141	0.88302	0.711071	1.197423	0.298719	-0.114031	0.208508	0.74394	-0.766419	-0.283453	-0.104404	-0.099338	-0.174	0.398737	0.8882	-0.1875	0.881902	-0.116419	0.973426	-0.203431	0.330587	-0.461954	-0.127213	-0.104766	-0.168152	0.058631	-0.236806	0.222173	-0.194701	-0.138543	-0.360743	0.258878	0.871004	0.618466	0.117796	0.0077072	0.816284141	0.816284141	0.485853291	0	0.502663035	NA	NA	NA	NA	NA	-0.87	NA	NA	NA	NA	NA	NA	3.97104425	10.7884	5.024	14.2117	0.977557428638321	3	321013	NA	NA	322.64102	NA	0.824708164	1	0	NA	NA	3	0.36884853	1	0.998	0.0134	4.051797	0.998563633005605	0.269867756134462	6.06	5.44	0.999995740544478	0.138241	0.7319	0.3352	2.045	0.151546	0.09	0.472	0.634	-2.26	0.95607	0.706298	0.7257	TRUE	NA	2.7277	10.0786	1.42966	108	1.67617	possible
PROM1	NA	NA	NA	NA	31	-0.1935	10	NA	NA	NA	-2.208719	-2.293857	-2.213392	1.01286	0.598427	0.754227	0.702421	0.716294	0.527408	0.437491	0.337958	0.44746	0.498133	0.504631	0.588414	0.510038	0.795309	NA	NA	-0.904894	0.677928	2.684197	1.980553	0.681652	-0.564733	-1.276735	-0.96498	0.59033	0.741861	-6.643856	0.797549	-0.558286	-1.949044	-0.174043	1.554588	0.885682	0.990023	0.23222	0.615711	1.652191	-0.965168	0.103595	1.755524	-2.276822	-6.643856	NA	0.030855	0.502316898	0	0	0	0.502316898	NA	NA	NA	NA	NA	-1.37	NA	0	0.00728309	0.769231	0.0242397	0.021	14.82926659	6.52404	12.7892	NA	7.17058540967505e-17	4	121302	NA	NA	96.86296	1	0.207279682	1	2	NA	NA	NA	NA	1	0.996	NA	6.490289	0.998409100696461	0.51485609527801	5.72	5.31	0.999999999894793	0.030448	0.2663	-0.5717	2.095	0.777643	2.71	0.852	0.298	1.15	0.98894	0.732398	0.75063	NA	NA	2.80137	18.7834	1.28308	408	1.24411	possible
PRRC2A	0.174	0.525	0.012	NA	13	-0.3759	22.301029995664	0.047578	0.214313	-0.103912	0.068751	0.265417	-0.042098	-0.935972	-0.316706	-0.203892	-0.109212	0.108038	0.188074	-0.351021	0.107911	0.068757	-0.154018	-0.090388	0.714782	0.205481	-0.108166	0.150039	0.294124	0.047936	0.047526	0.182932	0.03849	0.041283	0.063484	0.050292	0.130102	0.308644	0.070806	-0.484484	0.087276	-0.075096	0.154671	-0.066283	-0.074392	0.185638	0.037564	0.036491	-0.287372	-0.0448	0.037498	-0.073271	0.049209	-0.245534	0.168265	0.122058	0.041963	0	0	0	0	0	2	3	2	NA	NA	2.16	NA	NA	NA	NA	NA	NA	4.97086711	9.11487	39.8389	20.8454	0.999999999990663	34	17051	NA	NA	9600.77696	1	0.3721928	0	0	NA	NA	2.5	0.443193908	0.21	0.999	NA	3.742826	0.956728998420798	0.558764102961131	5.07	5.07	0.999997512769373	0.008302	0.0093	-0.9371	1.845	0.034572	-1.66	0.323	0.171	4.77	0.96285	0.706548	NA	NA	NA	5.37309	36.3743	1.20474	149	8.55917	probable
PSMB4	0.333	0.526	0.42	NA	52	0.2376	NA	-0.051021	0.03856	-0.116086	-0.139885	-0.316301	0.109548	-0.207078	-0.304386	0.115275	-0.130545	0.155274	0.042989	0.088666	0.369222	-0.070059	0.249818	-0.069225	-0.128221	-0.104075	-0.128681	0.04784	0.156054	-0.073637	-0.023312	-0.087826	0.058903	-0.151918	-0.151685	0.120556	-0.164298	0.155917	-0.11733	0.200172	-0.066865	0.036241	0.2188	-0.129666	0.042561	0.215852	-0.024918	0.02181	-0.243903	-0.146009	0.072153	-0.065704	-0.04227	-0.123062	0.095086	0.048664	0.0014919	0.501656902	0	0	0	0.501656902	2	5	2	NA	NA	-0.05	NA	NA	NA	NA	NA	NA	7.43867349	8.87896	38.6505	20.5577	0.398813284714522	107	2410	NA	NA	1699.46831	1	0.71101737	0	0	NA	NA	NA	NA	NA	NA	0.749	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	1.78632	56.0339	4.09945	11	2.05324	probable
PSMC3	NA	NA	NA	NA	260	-0.28	29.1549019599857	0.09009	-0.072808	-0.147148	0.0608	0.076657	0.076218	0.112557	0.281638	-0.184193	0.135901	0.09757	-0.088369	-0.088291	0.125042	-0.152099	-0.140595	-0.168083	-0.13652	-0.119694	0.091006	0.084434	-0.165183	-0.279157	-0.101644	0.083092	-0.043101	-0.066268	-0.130595	0.064181	-0.290739	-0.226274	0.056963	0.405261	0.046353	0.06119	-0.194743	-0.128509	0.110513	-0.137982	-0.093732	-0.111333	0.146133	-0.12829	-0.225235	0.055113	-0.060196	0.089173	0.116825	-0.062924	NA	0.5030613	0	0	0	0.5030613	2	5	2	NA	NA	-0.47	NA	NA	NA	NA	NA	NA	12.50320448	11.0922	31.1302	18.9665	0.979199713289554	2	7673	NA	NA	0.9687	1	0.782960892	0	0	NA	NA	NA	0.02718987	0.01	0.999	0.115	4.302471	0.998668314491428	0.78251964193446	4.83	4.83	0.999999999999982	0.553404	0.9017	1.032	3.075	0.797941	-3.58	0.704	0.94	-3.59	0.98525	0.67177	0.69188	TRUE	NA	NA	39.9933	1.77573	17	1.57577	probable
PSMD11	NA	NA	NA	NA	67	0.4129	9.69897000433602	0.036818	-0.029209	-0.386927	0.061997	0.075734	0.067155	-0.276021	0.324622	0.077848	-0.168242	0.135157	-0.077157	-0.369655	-0.175492	-0.208109	-0.255899	-0.329364	0.549878	-0.30806	-0.045352	0.04699	0.177663	0.211406	-0.04383	-0.076469	0.038732	-0.04419	-0.228235	-0.052826	-0.172367	-0.184112	-0.051663	0.107301	0.052846	0.045126	-0.159152	0.107881	0.185127	-0.191065	-0.03947	0.214701	0.073404	-0.060405	-0.166722	0.197052	-0.130091	0.139828	-0.888089	0.05556	0.19958	0.501707943	0	0	0	0.501707943	2	5	2	NA	NA	-0.41	NA	NA	NA	NA	NA	NA	9.67742038	6.00094	24.6658	13.4984	0.999745808833033	1	39057	NA	NA	5.14301	1	0.782960892	0	0	NA	NA	NA	NA	0.57	0.964	0.197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	10.8634	23.7516	1.36028	57	2.06647	probable
PSMD5	0.028	NA	NA	NA	137	-0.3169	14.0457574905607	-0.066111	-0.181551	-0.296103	0.167763	0.148523	-0.082525	-0.737502	-0.12614	-0.152756	0.406983	0.166703	-0.36418	0.20326	-0.107129	0.159828	0.076755	-0.122331	-0.098711	0.2045	-0.066705	-0.118429	0.146566	-0.367811	-0.096828	0.187507	-0.154971	0.066555	-0.09679	-0.237175	-0.454701	-0.534887	-0.184361	-0.087726	-0.684532	0.044931	-0.198736	-0.211224	-0.131488	-0.127187	-0.118196	-0.099772	0.206565	-0.182485	-0.194056	-0.064955	-0.275398	-0.137016	-0.243745	-0.094688	0.0091178	0.501622616	0	0	0	0.501622616	2	5	2	NA	NA	-0.2	NA	NA	NA	NA	NA	NA	4.28855844	10.4794	39.9264	22.6558	1.26579691239429e-05	1	27488	NA	NA	605.54211	NA	0.497687757	0	0	0.256505292994757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	49.0196	1.54597	34	1.55104	probable
PTEN	NA	NA	NA	NA	457	0.3197	17.2218487496164	0.173343	-0.398182	0.112534	-0.059018	-0.284819	0.128249	0.143964	-0.332921	-0.286514	0.131891	0.271574	-0.15209	-0.574065	-0.081787	-0.134381	-0.072965	-0.318785	-0.328215	-0.240953	-0.373508	0.072523	0.644083	-0.076121	-0.163957	-0.089803	0.043514	-0.047181	0.057237	0.202521	-0.473639	-0.242199	-0.092683	0.375649	-0.271051	0.20241	0.12161	0.249032	0.281273	0.162995	-0.150274	-0.168175	0.150592	0.050058	0.303372	-0.126175	-0.226014	-0.346499	0.828076	0.118475	NA	0.515070338	0	0	0	0.515070338	2	5	3	NA	NA	-0.23	NA	NA	NA	NA	NA	NA	15.67297733	8.3565	11.2048	10.9334	0.975506865848027	0	108817	NA	NA	3.61036	NA	0.782960892	0	0	NA	NA	0	0	0.1	0.937	0.0929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	9.97351	1.3151	138	2.03362	probable
PTGES3	NA	NA	NA	NA	58	-0.4131	8.39794000867204	0.127232	-0.155495	0.186164	-0.135032	0.66764	0.145553	0.288029	0.319639	-0.257453	0.106083	-0.18708	0.22702	0.117261	-0.288018	-0.125693	-0.113219	-0.108693	0.1492	1.308268	-0.078277	-0.011135	0.178148	-0.147342	-0.413444	0.332655	-0.263726	-0.040869	-0.176746	0.138475	0.673563	0.100631	-0.075716	-0.066275	0.122391	-0.071911	0.360558	-0.261845	0.229984	-0.169856	0.084846	-0.158119	-0.096904	-0.214343	-0.215644	0.110946	0.285006	-0.222696	0.256982	0.080224	0.083496	0.512066581	0	0	0	0.512066581	2	1	2	NA	NA	0.19	NA	NA	NA	NA	NA	NA	7.74742911	8.0914	41.3663	16.9459	0.871365849855667	1	25032	NA	NA	30.97993	1	0.824708164	0	0	NA	NA	NA	NA	NA	NA	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.78313	FALSE	NA	NA	30.066	NA	101	2.55274	probable
PTPRD	0.063	0.074	0.129	NA	21	-0.5182	41.1549019599857	-0.693325	0.723506	-6.643856	0.232727	0.520903	-0.731409	0.250147	0.068619	-0.374878	0.125957	0.127913	0.502132	0.612526	0.161703	1.256158	1.466607	0.38441	0.138487	0.753196	-0.407651	1.554503	NA	0.361638	0.195906	-0.429422	-0.807701	-0.423191	0.692628	0.355058	-0.31917	-1.130898	-0.263276	1.193187	-0.915458	-0.261487	1.396133	1.27361	0.53159	-2.709243	1.769112	1.895134	-0.404134	0.813456	-0.918674	0.284287	-0.410124	-0.826854	0.673984	NA	0.0042077	0.500013922	0	0	0	0.500013922	NA	NA	NA	NA	NA	-3.08	NA	NA	NA	NA	NA	NA	2.93433955	8.3443	11.5436	9.78655	0.999999982037603	8	2298477	NA	NA	1565.5627	1	0.748882174	1	2	NA	NA	2.25	NA	0.78	0.01	0.0868	1.99734	0.780174912330462	-0.157855333844722	5.95	4.83	0.00571396771451056	NA	0.03	-1.0797	0.645	0.084027	-0.09	NA	0.063	0.28	0.88634	0.693126	0.6188	NA	NA	1.28848	10.5059	1.24465	4977	1.18011	possible
PYY	NA	NA	NA	NA	28	-0.2527	15	NA	NA	NA	2.115212	NA	NA	2.063192	-3.490059	-3.008303	0.873403	-0.681547	1.200768	0.915187	0.606467	-6.643856	1.628698	2.232917	0.737691	-6.643856	0.788607	0.496103	-6.643856	-6.643856	-2.190401	NA	NA	NA	NA	NA	-6.643856	-0.840431	-0.760117	NA	NA	0.711864	NA	-6.643856	NA	1.320533	0.786887	1.456842	1.196429	NA	-6.643856	0.912702	0.73392	-3.551126	NA	NA	0.16457	0.501998157	0	0	0	0.501998157	NA	NA	NA	NA	NA	0.52	121	0	0.00126542	0.939394	0.0183256	0.016	1.70705006	5.86592	10.3593	6.96396	0.0544166347481236	3	51731	NA	NA	109.27527	NA	0.292119116	0	0	NA	5.2836	NA	NA	NA	NA	0.226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23149	NA	NA	3.41871	7.48754	1.18507	NA	NA	probable
RAB1A	0.388	0.756	0.774	NA	282	-0.2673	5.52287874528034	-0.032935	0.179557	-0.131607	-0.063708	-0.071025	-0.037239	-0.059017	-0.329044	-0.614108	0.084327	-0.177168	-0.052798	-0.073299	-0.085746	-0.152352	0.296067	-0.290851	0.227544	0.070392	-0.067671	0.048752	0.690311	0.192824	-0.203474	-0.139851	-0.116611	-0.022947	-0.153591	-0.07889	0.088591	0.081023	-0.062084	-0.062469	0.154407	0.054774	-0.075092	0.064806	-0.316533	-0.109542	0.159433	0.032376	0.334933	0.178967	-0.124183	0.085103	-0.063651	-0.137907	0.222002	-0.096635	0.020911	0.504715146	0	0	0	0.504715146	NA	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	8.5953168	10.2306	32.577	8.45561	0.602945640832257	5	59405	NA	NA	27.05157	NA	0.655866444	1	2	5.88588734801457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	2.28395	9.60387	1.95458	482	11.0637	possible
RAD52	NA	NA	NA	NA	326	0.5895	24.698970004336	-0.616138	-0.495613	-0.35997	-0.45283	-0.518213	-0.481109	-0.544208	0.220435	-0.295971	0.374303	-0.6561	-0.414822	-0.469498	-0.353844	-0.25235	-0.218356	-0.360342	-0.278714	0.235195	-0.439804	-0.356426	0.29445	-0.486572	-0.528587	-0.483137	-0.468827	-0.436041	-0.40304	-0.429116	0.572428	-0.29758	-0.62696	-0.478693	-0.477973	-0.332473	0.214101	-0.26639	-0.327751	-0.369375	-0.647334	-0.51575	-0.526557	-0.520072	-0.368229	-0.197835	0.251075	-0.702366	-0.552832	-0.546523	0.014103	0.504398096	0	0	0	0.504398096	3	NA	NA	NA	NA	0.51	NA	NA	NA	NA	NA	NA	3.86565544	6.39886	20.8133	9.3472	2.38441629175774e-07	71	77976	NA	NA	186.7787	NA	0.566305161	0	0	NA	NA	-0.25	NA	1	0.003	0.859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.92413	NA	NA	NA	17.5196	1.24519	66	2.17471	most likely
RAMP2	NA	NA	NA	NA	205	-0.2891	10.698970004336	0.182785	0.525548	1.021982	0.342168	-0.389895	-0.924654	-0.633467	-0.536085	-0.305724	-0.405397	0.622066	0.248785	-0.26222	0.353902	-0.28594	0.42958	0.358547	0.389674	-5.428229	-1.171325	-0.253748	1.14707	0.225435	-0.355014	-0.553744	-0.513955	-0.407007	-0.531323	-0.229163	1.787863	-0.292753	-0.540951	0.358134	0.489546	0.107036	0.254778	-0.640827	-2.601938	0.565972	-1.08962	0.509495	0.289055	-0.201142	-0.158414	0.183828	-0.119222	1.627307	2.154349	-6.643856	0.086958	0.76009538	0	0.76009538	0	0.502148786	NA	NA	NA	NA	NA	-0.05	NA	NA	NA	NA	NA	NA	8.75669984	8.54443	9.96033	7.50173	0.00389299156111896	2	4594	NA	NA	26.34746	1	0.152543604	1	0	NA	NA	NA	NA	0.11	0.998	0.68	3.445889	0.973265631197577	0.508400144267747	3.88	3.88	0.99999471817469	0.06309	0.4566	-0.4314	3.085	0.690298	-3.98	0.927	0.521	0.01	0.99294	0.627647	NA	NA	NA	1.64093	8.42509	1.97032	NA	NA	possible
RARRES1	0.011	0.448	0	NA	322	-0.2548	513.154901959986	0.632982	0.518648	0.647684	-1.23365	1.684484	-2.367461	0.451205	0.729081	0.425267	1.26284	0.873543	0.720166	0.878111	-6.643856	0.493803	0.435919	-0.600408	0.630708	0.439869	-0.623498	-1.206665	1.977769	-4.463645	0.740071	-0.66585	-2.820045	0.410871	-1.521423	-6.643856	-6.643856	0.659116	0.414688	1.991715	0.272698	0.612845	0.880662	-1.016232	-1.428249	0.647705	-2.528674	-1.624193	1.098544	-0.59608	-0.718045	0.58673	-3.080286	1.864523	-6.643856	0.693959	0.062215	0.500023641	0	0	0	0.500023641	2	2	3	NA	NA	NA	NA	0.193333	0.0341693	0	0	0.01	1.99980452	10.822	8.47386	10.7978	8.40651968753382e-07	8	35804	NA	NA	1105.62229	1	0.139342904	0	0	NA	NA	NA	NA	0.01	0.991	NA	3.035253	0.977997353682221	-0.254925316527791	1.95	1.95	0.99999999999482	0.092642	0.0795	-1.0144	0.895	0.014567	-1.16	0.285	0.123	2.08	0.26274	0.437478	NA	NA	NA	NA	13.6835	1.27048	NA	NA	probable
RBFOX1	NA	NA	NA	NA	588	0.4011	180	NA	-0.821399	0.808653	NA	2.987444	NA	0.987534	-0.790156	-6.643856	0.09868	0.321347	0.130377	-0.206378	0.242345	-1.337055	-0.301175	-2.556574	-0.85649	1.702632	NA	NA	NA	-6.643856	1.033212	NA	NA	NA	0.297606	0.182869	-6.643856	NA	NA	-6.643856	0.416331	1.301092	4.066833	NA	1.625181	-0.762438	0.496957	-0.437508	-0.741051	NA	NA	-0.94061	NA	NA	4.247125	NA	0.002478	0.500050677	0	0	0	0.500050677	NA	NA	NA	NA	NA	-0.47	NA	0	0.00188442	0	0	0.051	2.80908984	NA	13.4512	NA	0.935961018293749	12	1694245	NA	NA	64.21028	NA	0.748086929	1	0	NA	NA	0	1.600170894	1	0.958	NA	2.247251	0.711532994136186	NA	5.37	3.28	3.4151257521757	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.728	0.078448	NA	NA	NA	NA	NA	NA	NA	NA	possible
RNASE12	NA	NA	NA	NA	39	0.2862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.472192	NA	NA	NA	NA	NA	0	0	0	0	0	NA	NA	NA	NA	NA	-0.25	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0.00683829902185725	1	630	NA	NA	8.76227	NA	0.111908376	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.025445	NA	NA	NA	NA	least likely
RP11-108K14.8	NA	NA	NA	NA	18	0.2414	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.027562	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.09594	33.6562	10.2901	0.0293653123812636	NA	29661	NA	NA	37.62967	NA	0.214144617	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.6502	32.667	3.40879	69	2.10889	least likely
RP11-156E8.1	NA	NA	NA	NA	17	0.2315	NA	0.808827	1.182367	1.220664	0.987089	1.197729	0.885902	2.041459	1.921278	1.864607	0.491062	0.358638	1.51973	1.979125	1.780671	1.810099	2.103584	2.166777	1.500769	2.11639	0.993061	0.903581	0.795232	0.970965	0.789989	0.981959	0.831116	1.076481	1.575629	1.797711	0.749928	0.927014	0.873428	0.975484	1.681423	0.592727	0.601032	0.977283	0.913378	0.631888	0.595531	0.781762	0.709423	0.920538	1.181322	0.948012	0.60855	0.81588	0.485789	1.191001	0.012318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.88912	21.0923	28.10355	NA	NA	1738	NA	NA	9663.74662	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32.5213	1.17527	NA	NA	least likely
RP11-160N1.10	NA	NA	NA	NA	377	0.4066	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2957	NA	NA	585.87908	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
