Gene	REVEL.max	MetaSVM_rankscore.max	MetaLR_rankscore.max	MCAP.max	wgEncodeBroadHmmHuvecHMM.count	betamax	logpval_gwascatalog	Adipose - Subcutaneous_GTExTPM	Adipose - Visceral (Omentum)_GTExTPM	Adrenal Gland_GTExTPM	Artery - Aorta_GTExTPM	Artery - Coronary_GTExTPM	Artery - Tibial_GTExTPM	Bladder_GTExTPM	Brain - Amygdala_GTExTPM	Brain - Anterior cingulate cortex (BA24)_GTExTPM	Brain - Caudate (basal ganglia)_GTExTPM	Brain - Cerebellar Hemisphere_GTExTPM	Brain - Cerebellum_GTExTPM	Brain - Cortex_GTExTPM	Brain - Frontal Cortex (BA9)_GTExTPM	Brain - Hippocampus_GTExTPM	Brain - Hypothalamus_GTExTPM	Brain - Nucleus accumbens (basal ganglia)_GTExTPM	Brain - Putamen (basal ganglia)_GTExTPM	Brain - Spinal cord (cervical c-1)_GTExTPM	Brain - Substantia nigra_GTExTPM	Breast - Mammary Tissue_GTExTPM	Cells - Cultured fibroblasts_GTExTPM	Cells - EBV-transformed lymphocytes_GTExTPM	Cervix - Ectocervix_GTExTPM	Cervix - Endocervix_GTExTPM	Colon - Sigmoid_GTExTPM	Colon - Transverse_GTExTPM	Esophagus - Gastroesophageal Junction_GTExTPM	Esophagus - Mucosa_GTExTPM	Esophagus - Muscularis_GTExTPM	Fallopian Tube_GTExTPM	Heart - Atrial Appendage_GTExTPM	Heart - Left Ventricle_GTExTPM	Kidney - Cortex_GTExTPM	Kidney - Medulla_GTExTPM	Liver_GTExTPM	Lung_GTExTPM	Minor Salivary Gland_GTExTPM	Muscle - Skeletal_GTExTPM	Nerve - Tibial_GTExTPM	Ovary_GTExTPM	Pancreas_GTExTPM	Pituitary_GTExTPM	Prostate_GTExTPM	Skin - Not Sun Exposed (Suprapubic)_GTExTPM	Skin - Sun Exposed (Lower leg)_GTExTPM	Small Intestine - Terminal Ileum_GTExTPM	Spleen_GTExTPM	Stomach_GTExTPM	Testis_GTExTPM	Thyroid_GTExTPM	Uterus_GTExTPM	Vagina_GTExTPM	Whole Blood_GTExTPM	Adipose_Subcutaneous_GTExFC	Adipose_Visceral_Omentum_GTExFC	Adrenal_Gland_GTExFC	Artery_Aorta_GTExFC	Artery_Coronary_GTExFC	Artery_Tibial_GTExFC	Brain_Amygdala_GTExFC	Brain_Anterior_cingulate_cortex_BA24_GTExFC	Brain_Caudate_basal_ganglia_GTExFC	Brain_Cerebellar_Hemisphere_GTExFC	Brain_Cerebellum_GTExFC	Brain_Cortex_GTExFC	Brain_Frontal_Cortex_BA9_GTExFC	Brain_Hippocampus_GTExFC	Brain_Hypothalamus_GTExFC	Brain_Nucleus_accumbens_basal_ganglia_GTExFC	Brain_Putamen_basal_ganglia_GTExFC	`Brain_Spinal_cord_cervical_c-1`_GTExFC	Brain_Substantia_nigra_GTExFC	Breast_Mammary_Tissue_GTExFC	Cells_Cultured_fibroblasts_GTExFC	`Cells_EBV-transformed_lymphocytes`_GTExFC	Colon_Sigmoid_GTExFC	Colon_Transverse_GTExFC	Esophagus_Gastroesophageal_Junction_GTExFC	Esophagus_Mucosa_GTExFC	Esophagus_Muscularis_GTExFC	Heart_Atrial_Appendage_GTExFC	Heart_Left_Ventricle_GTExFC	Kidney_Cortex_GTExFC	Liver_GTExFC	Lung_GTExFC	Minor_Salivary_Gland_GTExFC	Muscle_Skeletal_GTExFC	Nerve_Tibial_GTExFC	Ovary_GTExFC	Pancreas_GTExFC	Pituitary_GTExFC	Prostate_GTExFC	Skin_Not_Sun_Exposed_Suprapubic_GTExFC	Skin_Sun_Exposed_Lower_leg_GTExFC	Small_Intestine_Terminal_Ileum_GTExFC	Spleen_GTExFC	Stomach_GTExFC	Testis_GTExFC	Thyroid_GTExFC	Uterus_GTExFC	Vagina_GTExFC	Whole_Blood_GTExFC	DeepSEA_Functional_Significance	ExomiserScore	humanscore_Exomiser	mousescore_Exomiser	fishscore_Exomiser	ppiscore_Exomiser	BPmed	SideeffectFreq	Sideeffectseverity	Others	Mechanism	RVIS_Score	Rank	humancellsensitivity	humancellspecificity	mousecellsensitivity	mousecellspecificity	ui_panglaoDB	CpGcount	DNaseCluster_count	EnhancerCount	SDI	H3k4me1_count	SignalValue_H3k4me1_median	H3k4me3_count	SignalValue_H3k4me3_median	H3k27Ac_count	SignalValue_H3k27Ac_median	pLI_ExAC	CNVs_ExAC	Gene_length	MGI_Gene	Ratmodel_Gene	GDI_Score	GTEx_signif_sexbias	HIPred	IPA_BP	IPA_Activity	O_GlcNAc_Score	EMS_Max	PharmGKB_Score	ExAc_constraint_obs_exp	PolyPhen	DANN_score	CADD_RAW	Eigen-raw_coding_rankscore	GenoCanyon_rankscore	M-CAP_rankscore	MetaLR_rankscore	MetaSVM_rankscore	MutationAssessor_rankscore	REVEL_score	fathmm-MKL_coding_score	integrated_fitCons_rankscore	LoFtool	GERP_Rankscore	BPlabel
AC005592.2	NA	NA	NA	NA	60	-0.3989	NA	0.257891	0.306415	0.0997134	0.434751	0.389137	0.19336	0.196663	0.143464	0.285985	0.109704	0.0921619	0.106964	0.269079	0.322163	0.125866	0.234865	0.173496	0.0965956	0.0836571	0.130987	0.222059	0.796292	0.116789	0.0541913	0.0836154	0.0795042	0.0537352	0.16782	0.0294473	0.106663	0	0.0958729	0.0437156	0.140432	0.354785	0	0.279749	0.0683858	0	0.345377	0	0.0228272	0.808102	0.174761	0.0264623	0.0375562	0.0413873	0.0993708	0.0454064	0.0839806	0.685548	0.0687159	0.0623098	0	-1.999434	-3.34922	0.518348	-0.509746	0.360099	-0.745153	1.17533	-6.643856	0.899919	0.905395	-6.643856	0.903414	-6.643856	-6.643856	-0.593634	-1.375291	-1.142964	1.092886	1.111116	-6.643856	-0.387291	0.924421	-1.240927	1.279664	0.532001	NA	-0.952048	-0.585185	NA	-6.643856	NA	0.418356	-6.643856	NA	-0.361822	NA	NA	-6.643856	1.028975	NA	NA	NA	2.170754	-0.475122	2.197929	-0.459173	-6.643856	NA	NA	0.0020382	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	5	267	1166	NA	1506	9.01646	323	8.51143	940	10.1037	NA	NA	346708	NA	NA	NA	1	NA	0	0	NA	NA	NA	NA	1	0.998746092653496	4.243347	0.90458	0.74766	0.94675	0.95725	0.96483	0.89467	0.913	0.99668	0.92422	0.791	0.9274	unknown
AC005609.2	NA	NA	NA	NA	679	-0.7823	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.12075	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	711	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0.749909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown
AC006369.2	NA	NA	NA	NA	44	-0.1539	27.698970004336	0.115986	0.166318	0	0	0.147743	0	0.234058	0	0	0	0	0	0	0	0	0	0	0	0.0749832	0	0	0	0.267975	0	0.284597	0	0.145518	0	0.154183	0	0.608903	0	0	0.02584	0.0531211	0.183957	0.742916	0.190886	0	0	0	0.328994	0	0.28226	0	0	0.88372	2.23061	0.281987	0	0.268399	0	0.241883	1.15696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.459249	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.701082	NA	NA	NA	NA	-0.818129	NA	-0.456421	NA	NA	-1.1162	-1.183515	NA	NA	NA	NA	0.77665	-0.908501	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	64	400	NA	199	13.9407	82	3.56585	221	10.6041	NA	NA	46562	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	2.233693	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown
AC007563.5	NA	NA	NA	NA	75	-0.3369	NA	0.0709278	0.0493388	0	0.134237	0.10055	0.168077	0.0716126	0.0487403	0.062657	0.0716645	0.263352	0.189535	0.0708767	0.0576713	0.0390428	0.0418393	0.119733	0.0459985	0	0	0.0681307	0	0	0.173944	0.163717	0.0876361	0	0.0825592	0	0.0664364	0.0946878	0.0492214	0	0	0.042719	0	0	0	0.0498498	0.0770547	0.153064	0	0.136858	0.0565757	0.0907205	0.0948312	0	0	0	1.26806	0.276232	0.169479	0.092749	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.030079	NA	NA	NA	NA	NA	2.532623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.477385	0.953534	NA	NA	NA	0.01935	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	1	199	210	NA	67	10.2057	17	13.1712	NA	NA	NA	NA	299615	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	0.999	0.997913191228946	2.907801	0.6012	0.74766	0.84608	0.92009	0.90638	0.70455	0.279	0.99184	0.8544	0.0123	0.73797	unknown
AC007796.1	NA	NA	NA	NA	305	0.5558	NA	0.191591	0.102617	0.071731	0.337031	0.322614	0.226977	1.31229	0.0616004	0.152911	0.114928	0	0	0.59007	0.354126	0.0970299	0.151876	0.116584	0.0808394	0.106597	0.0647541	0.216041	0.303613	0	2.03666	2.60377	1.34489	0.432017	1.02089	0.0762608	0.881725	1.13068	0.109464	0.0439878	0.101239	0.203999	0	0.252366	0.161961	0	1.64343	9.03478	0	0.799999	1.54407	0.0717789	0.0832761	0.160724	0.104484	0.122966	0.261273	1.25588	2.29691	0.737112	0	NA	NA	NA	0.306044	-0.613552	NA	NA	1.703948	NA	NA	NA	0.862319	0.508894	NA	-0.700829	NA	NA	NA	NA	-1.758812	1.245089	NA	0.327502	-1.423019	-2.009311	NA	-1.717626	NA	NA	NA	NA	-0.800393	NA	NA	0.5954	-0.755371	NA	-1.861862	0.422001	NA	NA	-0.662723	NA	-0.51527	-0.78307	0.401853	0.571137	-0.544979	NA	0.013942	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	6	68	5	NA	20	6.37652	12	5.50119	NA	NA	NA	NA	68913	NA	NA	NA	1	NA	0	0	NA	NA	NA	NA	NA	NA	2.314697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown
AC007969.5	NA	NA	NA	NA	729	-0.8219	NA	14.0835	13.49	9.37882	12.3063	13.3453	13.4337	14.3974	6.97259	5.67245	5.27125	10.1092	9.08156	5.63539	5.90514	5.81099	6.58453	6.4516	4.93444	8.82697	7.14353	16.1563	12.4633	19.9311	21.4544	16.7939	13.7898	10.3327	13.4836	14.7366	12.1823	21.4289	5.73535	4.00089	6.73432	7.04537	4.50046	12.6216	11.6036	7.7359	16.4099	31.6895	8.66602	14.3729	19.0304	24.0308	23.3214	11.0964	14.2777	9.73098	6.82097	14.6534	18.2259	18.8797	8.66074	0.454445	-0.657214	2.044223	0.639696	0.838858	0.191184	0.286253	-0.901281	-0.436538	0.725314	-0.589532	-0.580274	-0.410772	0.250472	-0.2961	0.440678	1.292596	-0.957484	-1.098528	0.27222	0.248027	-0.203562	-0.88657	1.155952	0.2983	0.264685	0.474616	-0.167227	-0.819755	0.971172	-2.591087	0.210969	-1.993305	0.148616	0.112628	-1.302491	-0.200905	-0.324815	-1.320966	0.824341	0.741375	0.184904	0.510414	0.838583	1.285616	0.1462	-0.536533	0.312887	0.272714	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2	18	NA	NA	37	6.75312	62	5.60273	22	8.09093	NA	NA	483	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0.873976	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown
AC009480.4	NA	NA	NA	NA	22	-0.4166	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.092371	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	431	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0.203106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown
AC010504.2	NA	NA	NA	NA	64	-0.3289	NA	0.804921	0.674301	1.43341	1.1173	1.14613	1.27847	1.22973	0.951914	1.14444	1.13954	3.34823	3.0836	1.53086	1.61915	0.857535	1.22798	1.36493	0.870275	1.1893	0.910242	0.989786	0.642712	0.507759	1.02174	1.38151	0.922372	0.668075	0.896572	0.396609	0.917528	1.1392	0.617321	0.33645	0.666353	0.780351	0.254845	0.705549	0.868425	0.717289	1.28573	1.48239	0.382989	2.49045	1.40518	0.582507	0.564677	0.440165	1.27946	0.510163	1.76137	1.79663	1.24884	0.922685	0.0444166	1.061628	-0.386875	-0.592787	0.324709	-6.643856	-0.827275	1.366291	0.361782	0.226533	1.018553	-0.220715	-0.850184	-6.643856	1.699667	0.498885	-0.607704	0.338855	-0.421083	0.820994	-1.573142	2.039073	-0.598492	0.402677	-0.304271	0.507719	-1.068885	-0.33956	0.429647	0.758524	-0.92674	0.905822	-0.496241	-0.682611	-0.280349	-0.209454	-0.471625	-1.339988	0.938818	-6.643856	0.527532	1.399692	-1.129582	-5.045125	0.818803	0.865855	-0.641242	1.665589	0.559254	NA	0.03396	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	7	18	NA	27	6.35161	12	8.50714	42	1.37644	NA	NA	11056	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0.739089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown
AC012462.1	NA	NA	NA	NA	52	-0.5375	6.04575749056067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.076823	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	7	6	NA	13	5.99035	26	29.69845	13	30.6953	NA	NA	739	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0.622751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown
AC016727.3	NA	NA	NA	NA	41	0.4993	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.12083	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	15	7.62938	NA	NA	28	12.97835	NA	NA	165	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0.976256	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.851	NA	unknown
AC018720.10	NA	NA	NA	NA	1	0.3333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10227	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown
AC018890.6	NA	NA	NA	NA	33	-0.3424	NA	0.0856986	0.0652534	0.0124327	0.136359	0.0794117	0.105936	0.104656	0.053614	0.0957347	0.24731	0.0193691	0.0320755	0.13812	0.152974	0.0641906	0.0571031	0.190647	0.177517	0.0755024	0.0407122	0.0734507	0.0612889	0.0508448	0.18363	0.147251	0.100138	0.0496921	0.0650924	0.0197076	0.0628649	0.0731631	0.0303278	0.0138685	0.0296519	0.0419461	0.0064444	0.106704	0.0475138	0.0342657	0.238832	0.0844185	0.00987124	0.0731124	0.0769157	0.0495384	0.0580484	0.102007	0.222291	0.0285951	0.179999	0.0752849	0.0919873	0.0842509	0.184104	-0.582836	-0.818408	NA	-4.995767	0.616064	0.684489	NA	1.197363	1.265384	NA	NA	-6.643856	0.622628	-1.765014	0.690813	-1.078578	1.047193	0.681001	NA	-1.810333	0.613893	NA	-1.390199	0.874944	-1.316164	NA	-6.643856	NA	NA	NA	NA	0.430454	NA	NA	-0.334091	-0.661843	NA	2.580093	0.796875	NA	0.981112	-0.700998	1.907262	NA	-0.433171	1.073351	-2.729159	0.764814	0.729821	0.091548	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	6	172	2280	NA	320	9.55544	135	11.7903	114	14.4876	NA	NA	227686	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	2.303804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown
AC019100.3	NA	NA	NA	NA	61	-0.3006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.071366	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	50093	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	0.856	0.995460892215353	7.804818	0.93213	0.74766	NA	NA	NA	NA	NA	0.84357	0.46895	0.481	0.79348	unknown
AC021218.2	NA	NA	NA	NA	11	0.3693	NA	0	0	1.16018	0	0	0	0.180566	0	0	0	0	0	0	0	0	0.0140659	0	0	0	0	0	0	0	0	0	0	0.0739237	0	0	0	0	0	0	0.995351	1.03406	0.779526	0	0	0	0.147553	0	0	0	0.024394	0	0	3.38362	0	0.650598	0.0628713	0	0	0	0	NA	NA	-2.209839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.252354	NA	NA	NA	NA	NA	2.730021	6.017808	NA	NA	NA	0.626984	NA	NA	NA	NA	NA	NA	2.86344	NA	1.318888	-6.643856	NA	NA	NA	NA	0.020652	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	11	7	NA	58	8.77814	NA	NA	90	12.8781	NA	NA	3711	NA	NA	68.61621	1	NA	0	0	NA	NA	NA	NA	NA	NA	1.06173	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.145	NA	unknown
AC022431.1	NA	NA	NA	NA	96	-0.3852	6.04575749056067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.21453	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	14	NA	NA	51	4.63481	NA	NA	NA	NA	NA	NA	437	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0.737045	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.32	NA	unknown
AC022431.2	0.033	0.171	0	NA	13	0.4336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0061909	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	104	NA	NA	138	10.325	84	5.18108	52	6.86521	NA	NA	94665	NA	NA	136.94136	NA	NA	0	0	NA	NA	NA	NA	0.978	0.991573165919018	3.060201	0.52656	0.50053	0.81559	0.90422	0.93137	0.08973	0.485	0.99549	0.14033	0.917	0.50718	unknown
AC023347.2	NA	NA	NA	NA	59	-0.2738	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.46047	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	461	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.576	NA	unknown
AC053503.11	0.079	0.421	0	NA	196	-0.3547	NA	0.082407	0.0879828	0	1.21799	0.986613	1.44963	0.875439	0.492089	0.495712	0.352995	1.49	1.93111	0.536335	0.406271	0.431283	0.471506	0.358521	0.320234	0.322569	0.366427	0.0795514	0	0	1.82792	2.03004	1.3124	0.313114	1.06702	0.0628188	1.04787	0.97824	0.165584	0.061641	0	0.0207564	0	0.0618466	0.0475655	0.13239	0.112203	0.211571	0.234179	5.48375	0.621511	0	0	0.0850166	0	0.12159	0.365863	0	1.2847	0.825569	0	NA	NA	NA	1.186918	-6.643856	-3.44815	-1.035256	1.257542	1.573089	0.965956	0.664921	-0.482972	0.657407	-6.643856	-6.643856	-0.873775	0.58995	-6.643856	-6.643856	NA	NA	NA	-1.019063	0.693157	0.479658	NA	-0.353465	-0.584469	NA	NA	NA	NA	NA	NA	NA	-1.155147	-0.739275	0.297569	1.596792	NA	NA	NA	NA	-0.610599	1.387728	NA	1.059305	-0.851411	NA	0.0021555	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	6	31	45	NA	41	6.66001	24	21.6885	18	9.72766	NA	NA	34804	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0.812933	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown
AC069368.3	NA	NA	NA	NA	345	0.3921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.019805	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	3	89	1534	NA	416	10.0987	161	12.5253	308	8.85036	NA	NA	89036	NA	NA	74.63432	NA	NA	0	0	NA	NA	NA	NA	0.994	0.996017997383984	4.862811	0.9025	0.74766	0.56265	0.70248	0.73951	0.85968	0.674	0.98817	0.92422	0.98	0.81386	unknown
